id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,fiscal_year,sort_order,is_ttm,net_profit_margin_pct,expense_ratio_pct,interest_coverage
61,ABB,Dec 2012,1653,1451,202.0,12.0,33,0,19,215,33.0,145,68.0,25.0,2012,201201,False,8.771929824561402,87.77979431336964,
62,ABB,Mar 2014,2276,2009,267.0,12.0,49,0,22,295,33.0,198,93.0,25.0,2014,201404,False,8.699472759226714,88.2688927943761,
63,ABB,Mar 2015,2289,1977,312.0,14.0,48,0,15,344,34.0,229,108.0,29.0,2015,201504,False,10.004368719965049,86.36959370904324,
64,ABB,Mar 2016,2614,2250,365.0,14.0,50,3,14,398,36.0,255,120.0,29.0,2016,201604,False,9.755164498852334,86.07498087222648,121.66666666666667
65,ABB,Mar 2017,2903,2505,398.0,14.0,57,2,16,436,37.0,277,130.0,31.0,2017,201704,False,9.541853255253187,86.29004478126076,199.0
66,ABB,Mar 2018,3298,2774,525.0,16.0,117,4,16,621,35.0,401,189.0,29.0,2018,201804,False,12.15888417222559,84.11158277744087,131.25
67,ABB,Mar 2019,3679,3074,605.0,16.0,113,2,17,699,36.0,450,212.0,31.0,2019,201904,False,12.231584669747214,83.55531394400653,302.5
68,ABB,Mar 2020,4093,3336,757.0,18.0,114,9,60,803,26.0,593,279.0,90.0,2020,202004,False,14.488150500855118,81.50500855118496,84.11111111111111
69,ABB,Mar 2021,4310,3388,922.0,21.0,81,18,58,926,25.0,691,325.0,85.0,2021,202104,False,16.03248259860789,78.60788863109049,51.22222222222222
70,ABB,Mar 2022,4913,3832,1082.0,22.0,83,19,66,1080,26.0,799,376.0,73.0,2022,202204,False,16.26297577854671,77.99715041726033,56.94736842105263
71,ABB,Mar 2023,5349,4143,1206.0,23.0,154,16,70,1274,25.0,949,447.0,73.0,2023,202304,False,17.74163395027108,77.45372966909703,75.375
72,ABB,Mar 2024,5849,4396,1453.0,25.0,248,12,71,1618,26.0,1201,565.0,73.0,2024,202404,False,20.533424517011454,75.15814669174217,121.08333333333333
73,ABB,TTM,6066,4519,1547.0,26.0,265,11,72,1728,,1285,605.0,,9999,99999,True,21.183646554566433,74.49719749423014,140.63636363636363
86,ADANIENSOL,Mar 2014,0,0,0.0,,0,0,0,0,0.0,0,0.0,,2014,201404,False,,,
87,ADANIENSOL,Mar 2015,131,29,101.0,78.0,3,73,37,-5,34.0,-7,0.0,0.0,2015,201504,False,-5.343511450381679,22.137404580152673,1.3835616438356164
88,ADANIENSOL,Mar 2016,2194,267,1927.0,88.0,70,957,560,480,23.0,368,3.0,0.0,2016,201604,False,16.773017319963536,12.169553327256153,2.013584117032393
89,ADANIENSOL,Mar 2017,2876,893,1983.0,69.0,22,904,569,532,22.0,416,4.0,0.0,2017,201704,False,14.464534075104313,31.050069541029206,2.1935840707964602
90,ADANIENSOL,Mar 2018,3944,1118,2826.0,72.0,111,886,579,1472,22.0,1143,10.0,0.0,2018,201804,False,28.98073022312373,28.346855983772816,3.1896162528216703
91,ADANIENSOL,Mar 2019,7305,4528,2778.0,38.0,336,1391,882,840,33.0,559,5.0,0.0,2019,201904,False,7.652292950034223,61.98494182067077,1.9971243709561466
92,ADANIENSOL,Mar 2020,11416,7158,4258.0,37.0,261,2238,1174,1107,36.0,706,7.0,0.0,2020,202004,False,6.184302733006307,62.70147161878066,1.902591599642538
93,ADANIENSOL,Mar 2021,9926,5976,3950.0,40.0,1115,2117,1329,1620,20.0,1290,11.0,0.0,2021,202104,False,12.996171670360667,60.20552085432198,1.8658478979688238
94,ADANIENSOL,Mar 2022,11258,7051,4206.0,37.0,1286,2365,1427,1700,27.0,1236,11.0,0.0,2022,202204,False,10.978859477704743,62.63101794279623,1.7784355179704017
95,ADANIENSOL,Mar 2023,13293,8775,4518.0,34.0,1583,2781,1608,1712,25.0,1281,11.0,0.0,2023,202304,False,9.636650868878357,66.01218686526742,1.6245954692556634
96,ADANIENSOL,Mar 2024,16607,10896,5711.0,30.0,611,2767,1776,1780,33.0,1196,10.0,0.0,2024,202404,False,7.201782380923707,65.61088697537183,2.063968196602819
97,ADANIENSOL,TTM,22099,15507,6592.0,,-844,3183,1912,653,,589,6.0,,9999,99999,True,2.665278971899181,70.17059595456809,2.0710021991831606
98,ADANIENT,Mar 2013,46375,40354,6021.0,13.0,1775,3492,2298,2005,39.0,1218,15.0,10.0,2013,201304,False,2.6264150943396225,87.0167115902965,1.7242268041237114
99,ADANIENT,Mar 2014,54947,45564,9383.0,17.0,1157,5703,3223,1614,-64.0,2646,20.0,7.0,2014,201404,False,4.815549529546654,82.92354450652446,1.6452744169735227
100,ADANIENT,Mar 2015,64465,52015,12450.0,19.0,792,7056,3522,2663,14.0,2298,18.0,8.0,2015,201504,False,3.564725044597844,80.68719460172187,1.7644557823129252
101,ADANIENT,Mar 2016,34008,32325,1684.0,5.0,1044,1357,314,1056,7.0,1000,9.0,4.0,2016,201604,False,2.9404845918607387,95.05116443189837,1.2409727339719971
102,ADANIENT,Mar 2017,36533,34631,1902.0,5.0,749,1257,315,1079,25.0,925,9.0,4.0,2017,201704,False,2.5319574083705145,94.79374811813976,1.5131264916467781
103,ADANIENT,Mar 2018,35924,33886,2038.0,6.0,363,1250,664,487,23.0,594,7.0,6.0,2018,201804,False,1.653490702594366,94.32691237056007,1.6304
104,ADANIENT,Mar 2019,40379,38409,1969.0,5.0,504,1625,390,459,32.0,506,7.0,6.0,2019,201904,False,1.2531266252259838,95.12122638004904,1.2116923076923076
105,ADANIENT,Mar 2020,43403,41108,2294.0,5.0,872,1572,472,1122,29.0,1040,10.0,10.0,2020,202004,False,2.3961477317236133,94.71234707278299,1.4592875318066159
106,ADANIENT,Mar 2021,39537,37031,2506.0,6.0,494,1377,537,1086,31.0,1046,8.0,12.0,2021,202104,False,2.645623087234742,93.66163340668234,1.8198983297022513
107,ADANIENT,Mar 2022,69420,65707,3714.0,5.0,1012,2526,1248,952,50.0,788,7.0,14.0,2022,202204,False,1.135119562085854,94.65139729184673,1.4703087885985748
108,ADANIENT,Mar 2023,127540,118722,8818.0,7.0,834,3969,2436,3247,32.0,2422,22.0,6.0,2023,202304,False,1.899012074643249,93.08609063823114,2.2217183169564123
109,ADANIENT,Mar 2024,96421,85044,11377.0,12.0,1146,4555,3042,4926,33.0,3335,28.0,5.0,2024,202404,False,3.458790097592848,88.2007031663227,2.497694840834248
110,ADANIENT,TTM,102311,88418,13893.0,14.0,1489,4150,3541,7691,,6086,49.0,,9999,99999,True,5.948529483633235,86.42081496613268,3.347710843373494
111,ADANIGREEN,Mar 2017,502,98,403.0,80.0,80,334,333,-184,-75.0,-47,0.0,0.0,2017,201704,False,-9.362549800796813,19.52191235059761,1.2065868263473054
112,ADANIGREEN,Mar 2018,1480,637,843.0,57.0,42,552,543,-210,-35.0,-138,-1.0,0.0,2018,201804,False,-9.324324324324325,43.04054054054054,1.5271739130434783
113,ADANIGREEN,Mar 2019,2058,532,1526.0,74.0,73,1121,1062,-585,-19.0,-475,-3.0,0.0,2019,201904,False,-23.080660835762874,25.850340136054424,1.3612845673505798
114,ADANIGREEN,Mar 2020,2549,1098,1450.0,57.0,-111,995,394,-50,23.0,-68,0.0,0.0,2020,202004,False,-2.6677128285602194,43.0757159670459,1.4572864321608041
115,ADANIGREEN,Mar 2021,3124,883,2241.0,72.0,391,1953,486,193,6.0,182,1.0,0.0,2021,202104,False,5.8258642765685025,28.26504481434059,1.1474654377880185
116,ADANIGREEN,Mar 2022,5133,1621,3512.0,68.0,507,2617,849,553,12.0,489,3.0,0.0,2022,202204,False,9.526592635885448,31.579972725501655,1.3419946503630111
117,ADANIGREEN,Mar 2023,7776,2806,4970.0,64.0,667,2911,1300,1426,32.0,973,6.0,0.0,2023,202304,False,12.512860082304528,36.08539094650205,1.7073170731707317
118,ADANIGREEN,Mar 2024,9220,1902,7318.0,79.0,1262,5006,1903,1671,25.0,1260,7.0,0.0,2024,202404,False,13.665943600867678,20.629067245119305,1.4618457850579305
119,ADANIGREEN,TTM,10782,2682,8100.0,75.0,891,4959,2323,1709,,1928,9.0,0.0,9999,99999,True,17.881654609534408,24.874791318864776,1.633393829401089
120,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,2013,201304,False,45.820519988817445,33.407883701425774,4.394833948339484
121,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,2014,201404,False,36.04554865424431,39.54451345755693,2.9877175025588536
122,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,2015,201504,False,37.77633289986996,36.57347204161248,3.3208510638297875
123,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,2016,201604,False,40.17442678295119,35.616823744549166,4.072064056939502
124,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,2017,201704,False,46.23770588932338,35.798080341272666,4.854838709677419
125,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,2018,201804,False,32.588536606906295,36.792369513379846,4.532615579480684
126,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,2019,201904,False,37.02517162471396,39.63386727688788,4.76245487364621
127,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,2020,202004,False,31.8790533142424,49.91156405289312,3.0481804202972835
128,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,2021,202104,False,40.23107569721115,30.772908366533862,3.852771618625277
129,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,2022,202204,False,28.93276476429698,44.34254337286057,3.7452830188679247
130,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,2023,202304,False,25.85363514291195,47.501438710915025,4.632670334320778
131,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,2024,202404,False,30.339560480700833,41.63453258956984,5.7039882912550315
132,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,9999,99999,True,34.25447386000071,39.651232289139685,6.624855268236202
133,ADANIPORTS,Mar 2013,3577,1195,2382.0,67.0,344,542,422,1762,7.0,1639,8.0,12.0,2013,201304,False,45.820519988817445,33.407883701425774,4.394833948339484
134,ADANIPORTS,Mar 2014,4830,1910,2919.0,60.0,685,977,649,1978,12.0,1741,8.0,12.0,2014,201404,False,36.04554865424431,39.54451345755693,2.9877175025588536
135,ADANIPORTS,Mar 2015,6152,2250,3902.0,63.0,686,1175,912,2501,7.0,2324,11.0,10.0,2015,201504,False,37.77633289986996,36.57347204161248,3.3208510638297875
136,ADANIPORTS,Mar 2016,7109,2532,4577.0,64.0,730,1124,1063,3119,9.0,2856,14.0,8.0,2016,201604,False,40.17442678295119,35.616823744549166,4.072064056939502
137,ADANIPORTS,Mar 2017,8439,3021,5418.0,64.0,1037,1116,1160,4179,7.0,3902,19.0,7.0,2017,201704,False,46.23770588932338,35.798080341272666,4.854838709677419
138,ADANIPORTS,Mar 2018,11323,4166,7157.0,63.0,844,1579,1188,5234,30.0,3690,18.0,11.0,2018,201804,False,32.588536606906295,36.792369513379846,4.532615579480684
139,ADANIPORTS,Mar 2019,10925,4330,6596.0,60.0,1289,1385,1373,5126,21.0,4045,19.0,1.0,2019,201904,False,37.02517162471396,39.63386727688788,4.76245487364621
140,ADANIPORTS,Mar 2020,11873,5926,5947.0,50.0,1928,1951,1680,4244,11.0,3785,19.0,17.0,2020,202004,False,31.8790533142424,49.91156405289312,3.0481804202972835
141,ADANIPORTS,Mar 2021,12550,3862,8688.0,69.0,1967,2255,2107,6292,20.0,5049,25.0,20.0,2021,202104,False,40.23107569721115,30.772908366533862,3.852771618625277
142,ADANIPORTS,Mar 2022,17119,7591,9528.0,56.0,1832,2544,3099,5717,13.0,4953,23.0,22.0,2022,202204,False,28.93276476429698,44.34254337286057,3.7452830188679247
143,ADANIPORTS,Mar 2023,20852,9905,10947.0,52.0,327,2363,3425,5487,2.0,5391,25.0,20.0,2023,202304,False,25.85363514291195,47.501438710915025,4.632670334320778
144,ADANIPORTS,Mar 2024,26711,11121,15589.0,58.0,671,2733,3888,9639,16.0,8104,38.0,16.0,2024,202404,False,30.339560480700833,41.63453258956984,5.7039882912550315
145,ADANIPORTS,TTM,28443,11278,17165.0,60.0,1039,2591,4053,11560,,9743,45.0,,9999,99999,True,34.25447386000071,39.651232289139685,6.624855268236202
146,ADANIPOWER,Mar 2013,6692,5732,960.0,14.0,215,1703,1290,-1818,26.0,-2295,-10.0,0.0,2013,201304,False,-34.294680215182304,85.65451285116558,0.5637110980622431
147,ADANIPOWER,Mar 2014,15328,10735,4593.0,30.0,137,4162,1937,-1370,-79.0,-291,-1.0,0.0,2014,201404,False,-1.8984864300626305,70.03522964509395,1.1035559827006247
148,ADANIPOWER,Mar 2015,18683,14005,4678.0,25.0,1188,4864,1818,-816,0.0,-816,-3.0,0.0,2015,201504,False,-4.367606915377617,74.96119466895038,0.9617598684210527
149,ADANIPOWER,Mar 2016,25377,16575,8802.0,35.0,-201,5560,2666,375,-47.0,551,2.0,0.0,2016,201604,False,2.171257437837412,65.3150490601726,1.5830935251798561
150,ADANIPOWER,Mar 2017,22616,16635,5980.0,26.0,-3666,5902,2672,-6260,-1.0,-6174,-16.0,0.0,2017,201704,False,-27.299257163070394,73.55412097629997,1.013215859030837
151,ADANIPOWER,Mar 2018,20304,14868,5436.0,27.0,754,5570,2699,-2079,0.0,-2103,-5.0,0.0,2018,201804,False,-10.35756501182033,73.22695035460993,0.9759425493716337
152,ADANIPOWER,Mar 2019,23884,18901,4983.0,21.0,2448,5657,2751,-976,1.0,-984,-3.0,0.0,2019,201904,False,-4.119912912409982,79.13666052587506,0.8808555771610395
153,ADANIPOWER,Mar 2020,26468,20734,5734.0,22.0,323,5315,3006,-2265,0.0,-2275,-6.0,0.0,2020,202004,False,-8.595284872298626,78.33610397461085,1.0788334901222953
154,ADANIPOWER,Mar 2021,26221,17533,8688.0,33.0,1909,5106,3202,2289,45.0,1270,3.0,0.0,2021,202104,False,4.84344609282636,66.86625224057053,1.701527614571093
155,ADANIPOWER,Mar 2022,27711,17830,9881.0,36.0,3908,4095,3118,6577,25.0,4912,13.0,0.0,2022,202204,False,17.725812854101257,64.34267980224459,2.412942612942613
156,ADANIPOWER,Mar 2023,38773,28677,10096.0,26.0,4216,3334,3304,7675,-40.0,10727,28.0,0.0,2023,202304,False,27.666159440848016,73.96126170273128,3.0281943611277744
157,ADANIPOWER,Mar 2024,50351,32124,18228.0,36.0,9883,3388,3931,20792,0.0,20829,54.0,0.0,2024,202404,False,41.36759945184802,63.80012313558817,5.380165289256198
158,ADANIPOWER,TTM,54650,33685,20965.0,38.0,2124,3235,4046,15808,,12686,33.0,,9999,99999,True,23.213174748398902,61.63769441903019,6.4806800618238025
159,AMBUJACEM,Dec 2012,9749,7276,2473.0,25.0,69,78,569,1896,32.0,1292,8.0,43.0,2012,201201,False,13.252641296543235,74.63329572263821,31.705128205128204
160,AMBUJACEM,Dec 2013,9161,7492,1669.0,18.0,390,67,494,1498,15.0,1278,8.0,44.0,2013,201301,False,13.950442091474729,81.78146490557799,24.91044776119403
161,AMBUJACEM,Dec 2014,9955,8022,1934.0,19.0,419,66,513,1774,16.0,1487,10.0,46.0,2014,201401,False,14.937217478653944,80.58262179809141,29.303030303030305
162,AMBUJACEM,Dec 2015,9437,7895,1542.0,16.0,353,92,630,1173,31.0,808,5.0,54.0,2015,201501,False,8.562043022146868,83.66006146020982,16.76086956521739
163,AMBUJACEM,Dec 2016,20094,16913,3181.0,16.0,441,153,1461,2008,29.0,1434,6.0,50.0,2016,201601,False,7.136458644371454,84.16940380212999,20.790849673202615
164,AMBUJACEM,Dec 2017,23609,19751,3858.0,16.0,335,206,1219,2768,30.0,1945,8.0,47.0,2017,201701,False,8.238383667245541,83.65877419628109,18.728155339805824
165,AMBUJACEM,Dec 2018,26041,22030,4011.0,15.0,232,170,1154,2919,-2.0,2973,11.0,14.0,2018,201801,False,11.416612265273992,84.59736569256174,23.594117647058823
166,AMBUJACEM,Dec 2019,27104,22507,4597.0,17.0,601,170,1153,3875,28.0,2783,11.0,14.0,2019,201901,False,10.267857142857142,83.03940377804014,27.041176470588237
167,AMBUJACEM,Dec 2020,24516,19511,5006.0,20.0,288,140,1162,3992,22.0,3107,12.0,151.0,2020,202001,False,12.673356175558819,79.58476097242617,35.75714285714286
168,AMBUJACEM,Dec 2021,28965,22755,6210.0,21.0,252,146,1152,5164,28.0,3711,14.0,45.0,2021,202101,False,12.812014500258934,78.56033143448991,42.534246575342465
169,AMBUJACEM,Mar 2023 15,38937,33815,5122.0,13.0,447,195,1645,3729,19.0,3024,13.0,19.0,2023,202304,False,7.766391863779952,86.84541695559493,26.266666666666666
170,AMBUJACEM,Mar 2024,33160,26760,6400.0,19.0,1401,276,1623,5901,20.0,4738,16.0,12.0,2024,202404,False,14.288299155609169,80.69963811821471,23.18840579710145
171,AMBUJACEM,TTM,32850,27028,5822.0,18.0,1230,298,1899,4856,,3871,13.0,,9999,99999,True,11.78386605783866,82.27701674277017,19.536912751677853
172,APOLLOHOSP,Mar 2013,3769,3157,612.0,16.0,33,103,142,399,26.0,303,22.0,25.0,2013,201304,False,8.039267710267975,83.76227115945875,5.941747572815534
173,APOLLOHOSP,Mar 2014,4357,3681,676.0,16.0,18,119,168,407,25.0,315,23.0,25.0,2014,201404,False,7.229745237548772,84.4847372044985,5.680672268907563
174,APOLLOHOSP,Mar 2015,5129,4392,737.0,14.0,47,118,212,455,29.0,335,24.0,24.0,2015,201504,False,6.531487619418989,85.63072723727822,6.245762711864407
175,APOLLOHOSP,Mar 2016,6150,5465,684.0,11.0,92,180,264,332,29.0,235,17.0,35.0,2016,201604,False,3.8211382113821135,88.86178861788619,3.8
176,APOLLOHOSP,Mar 2017,7256,6522,734.0,10.0,60,257,314,222,41.0,131,16.0,38.0,2017,201704,False,1.8054024255788312,89.88423373759647,2.8560311284046693
177,APOLLOHOSP,Mar 2018,8243,7442,801.0,10.0,24,295,359,171,65.0,60,8.0,59.0,2018,201804,False,0.7278903311901006,90.28266407861216,2.7152542372881356
178,APOLLOHOSP,Mar 2019,9617,8548,1070.0,11.0,26,327,396,373,47.0,200,17.0,35.0,2019,201904,False,2.0796506186960593,88.88426744306956,3.27217125382263
179,APOLLOHOSP,Mar 2020,11247,9656,1591.0,14.0,222,533,620,660,34.0,432,33.0,18.0,2020,202004,False,3.841024273139504,85.85400551258114,2.9849906191369606
180,APOLLOHOSP,Mar 2021,10560,9420,1140.0,11.0,103,449,573,221,38.0,137,10.0,29.0,2021,202104,False,1.2973484848484849,89.20454545454545,2.538975501113586
181,APOLLOHOSP,Mar 2022,14663,12474,2189.0,15.0,368,379,601,1578,30.0,1108,73.0,16.0,2022,202204,False,7.556434563186251,85.07126781695425,5.775725593667546
182,APOLLOHOSP,Mar 2023,16612,14548,2065.0,12.0,75,381,615,1144,22.0,844,57.0,26.0,2023,202304,False,5.080664579821816,87.57524680953527,5.41994750656168
183,APOLLOHOSP,Mar 2024,19059,16665,2394.0,13.0,105,449,687,1362,33.0,935,63.0,26.0,2024,202404,False,4.905818773282963,87.43900519439634,5.33184855233853
184,APOLLOHOSP,TTM,20469,17725,2745.0,13.0,158,466,719,1719,,1224,82.0,,9999,99999,True,5.979774292833065,86.59436220626313,5.890557939914163
185,ASIANPAINT,Mar 2013,10504,8767,1737.0,17.0,114,42,155,1655,30.0,1160,12.0,40.0,2013,201304,False,11.043412033511043,83.46344249809596,41.357142857142854
186,ASIANPAINT,Mar 2014,12220,10217,2004.0,16.0,124,48,246,1834,31.0,1263,13.0,42.0,2014,201404,False,10.335515548281506,83.6088379705401,41.75
187,ASIANPAINT,Mar 2015,13615,11372,2243.0,16.0,142,42,266,2077,31.0,1427,15.0,42.0,2015,201504,False,10.481087036356959,83.52552331986779,53.404761904761905
188,ASIANPAINT,Mar 2016,14271,11546,2725.0,19.0,213,49,276,2614,32.0,1803,18.0,41.0,2016,201604,False,12.634013033424427,80.90533249246724,55.61224489795919
189,ASIANPAINT,Mar 2017,15062,12068,2994.0,20.0,338,37,335,2960,32.0,2016,20.0,51.0,2017,201704,False,13.384676669764971,80.12216173150975,80.91891891891892
190,ASIANPAINT,Mar 2018,16825,13621,3204.0,19.0,336,41,360,3138,33.0,2098,21.0,41.0,2018,201804,False,12.469539375928678,80.95690936106983,78.14634146341463
191,ASIANPAINT,Mar 2019,19240,15475,3765.0,20.0,274,110,622,3306,33.0,2208,22.0,47.0,2019,201904,False,11.476091476091476,80.43139293139293,34.22727272727273
192,ASIANPAINT,Mar 2020,20211,16054,4157.0,21.0,355,102,780,3629,24.0,2774,28.0,43.0,2020,202004,False,13.725199148978279,79.43199247934292,40.754901960784316
193,ASIANPAINT,Mar 2021,21713,16857,4856.0,22.0,332,92,791,4304,26.0,3207,33.0,55.0,2021,202104,False,14.769953484087875,77.63551789250678,52.78260869565217
194,ASIANPAINT,Mar 2022,29101,24298,4804.0,17.0,296,95,816,4188,26.0,3085,32.0,61.0,2022,202204,False,10.60101027456101,83.49541252877908,50.56842105263158
195,ASIANPAINT,Mar 2023,34489,28229,6260.0,18.0,431,144,858,5689,26.0,4195,43.0,60.0,2023,202304,False,12.163298442981821,81.84928527936444,43.47222222222222
196,ASIANPAINT,Mar 2024,35495,27910,7585.0,21.0,821,205,853,7348,24.0,5558,57.0,58.0,2024,202404,False,15.658543456824905,78.6307930694464,37.0
197,ASIANPAINT,TTM,34831,28150,6681.0,19.0,616,227,916,6155,,4631,48.0,,9999,99999,True,13.295627458298643,80.81881082943354,29.431718061674008
198,ATGL,Mar 2018,1374,1008,366.0,27.0,80,125,61,259,36.0,162,6.0,0.0,2018,201804,False,11.790393013100436,73.36244541484717,2.928
199,ATGL,Mar 2019,1719,1264,455.0,26.0,59,90,67,357,36.0,229,2.0,12.0,2019,201904,False,13.321698662012798,73.53112274578243,5.055555555555555
200,ATGL,Mar 2020,1875,1280,595.0,32.0,44,41,51,547,20.0,436,4.0,6.0,2020,202004,False,23.253333333333334,68.26666666666667,14.512195121951219
201,ATGL,Mar 2021,1696,991,704.0,42.0,30,40,63,631,25.0,463,4.0,6.0,2021,202104,False,27.299528301886795,58.431603773584904,17.6
202,ATGL,Mar 2022,3038,2265,773.0,25.0,46,53,83,684,26.0,509,5.0,5.0,2022,202204,False,16.754443712969056,74.55562870309414,14.584905660377359
203,ATGL,Mar 2023,4378,3508,870.0,20.0,54,78,113,733,25.0,546,5.0,5.0,2023,202304,False,12.47144814984011,80.1279122887163,11.153846153846153
204,ATGL,Mar 2024,4475,3371,1104.0,25.0,62,111,158,896,26.0,668,6.0,4.0,2024,202404,False,14.927374301675977,75.3296089385475,9.945945945945946
205,ATGL,TTM,4826,3672,1153.0,24.0,52,106,199,900,,668,6.0,,9999,99999,True,13.841690841276419,76.08785743887277,10.877358490566039
206,BAJAJ-AUTO,Mar 2013,20025,16370,3656.0,18.0,790,1,168,4277,29.0,3133,108.0,42.0,2013,201304,False,15.645443196004994,81.7478152309613,3656.0
207,BAJAJ-AUTO,Mar 2014,20137,15974,4163.0,21.0,674,1,181,4655,31.0,3380,117.0,43.0,2014,201404,False,16.785022595222724,79.32661270298456,4163.0
208,BAJAJ-AUTO,Mar 2015,21595,17467,4128.0,19.0,228,6,267,4083,31.0,3026,105.0,48.0,2015,201504,False,14.012502894188469,80.88446399629544,688.0
209,BAJAJ-AUTO,Mar 2016,22574,17781,4793.0,21.0,1194,1,307,5679,28.0,4061,140.0,39.0,2016,201604,False,17.989722689820148,78.76760875343315,4793.0
210,BAJAJ-AUTO,Mar 2017,21755,17326,4429.0,20.0,1468,1,307,5588,27.0,4079,141.0,39.0,2017,201704,False,18.7497127097219,79.64146173293496,4429.0
211,BAJAJ-AUTO,Mar 2018,25210,20364,4846.0,19.0,1404,1,315,5933,29.0,4219,146.0,41.0,2018,201804,False,16.735422451408173,80.77746925823087,4846.0
212,BAJAJ-AUTO,Mar 2019,30358,25160,5198.0,17.0,2028,4,266,6956,29.0,4928,170.0,35.0,2019,201904,False,16.2329534224916,82.87765992489624,1299.5
213,BAJAJ-AUTO,Mar 2020,29919,24809,5109.0,17.0,1832,3,246,6692,22.0,5212,180.0,67.0,2020,202004,False,17.42036832781844,82.9205521574919,1703.0
