id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,fiscal_year,sort_order,is_ttm,net_profit_margin_pct,expense_ratio_pct,interest_coverage
214,BAJAJ-AUTO,Mar 2021,27741,22803,4938.0,18.0,1570,7,259,6241,22.0,4857,168.0,83.0,2021,202104,False,17.508381096571863,82.19963231318266,705.4285714285714
215,BAJAJ-AUTO,Mar 2022,33145,27886,5259.0,16.0,2671,9,270,7652,19.0,6166,213.0,66.0,2022,202204,False,18.60310755770101,84.1333534469754,584.3333333333334
216,BAJAJ-AUTO,Mar 2023,36455,29991,6465.0,18.0,1703,40,286,7842,23.0,6060,214.0,65.0,2023,202304,False,16.62323412426279,82.26855026745302,161.625
217,BAJAJ-AUTO,Mar 2024,44870,36106,8765.0,20.0,1700,60,365,10040,23.0,7708,276.0,29.0,2024,202404,False,17.178515712057056,80.46801872074883,146.08333333333334
218,BAJAJ-AUTO,TTM,48900,39757,9143.0,19.0,1535,164,379,10135,,7371,263.0,,9999,99999,True,15.073619631901842,81.30265848670757,55.75
219,AXISBANK,Mar 2013,27183,17516,8313.0,1353.0,5,6551,352,7553,31.0,5179,22.0,16.0,2013,201304,False,19.05234889452967,64.43733215612698,1.2689665699893147
220,AXISBANK,Mar 2014,30641,18690,9644.0,2307.0,8,7405,364,9349,33.0,6218,26.0,15.0,2014,201404,False,20.293071374955126,60.996703762932015,1.3023632680621202
221,AXISBANK,Mar 2015,35479,21254,11127.0,3097.0,9,8365,406,11057,33.0,7358,31.0,15.0,2015,201504,False,20.739028721215366,59.905859804391326,1.3301852958756724
222,AXISBANK,Mar 2016,40988,24155,13367.0,3466.0,8,9371,444,12394,34.0,8224,35.0,14.0,2016,201604,False,20.064409095344978,58.93188250219576,1.4264219400277451
223,AXISBANK,Mar 2017,44542,26449,23808.0,-5715.0,-13,11691,509,5468,33.0,3679,15.0,33.0,2017,201704,False,8.259620133806294,59.379911095146156,2.0364382858609185
224,AXISBANK,Mar 2018,45780,27163,28895.0,-10277.0,-22,10967,568,122,-99.0,276,1.0,0.0,2018,201804,False,0.6028833551769331,59.33377020532984,2.634722348864776
225,AXISBANK,Mar 2019,54986,33278,27155.0,-5447.0,-10,13130,710,6974,33.0,4677,18.0,6.0,2019,201904,False,8.505801476739535,60.52085985523588,2.068164508758568
226,AXISBANK,Mar 2020,62635,37429,35066.0,-9859.0,-16,15537,773,4904,67.0,1627,6.0,0.0,2020,202004,False,2.5975892073122058,59.7573241797717,2.256935058248053
227,AXISBANK,Mar 2021,63346,34107,31749.0,-2510.0,-4,12264,948,8806,25.0,6588,22.0,0.0,2021,202104,False,10.400025258106274,53.84238941685348,2.5887964774951078
228,AXISBANK,Mar 2022,67377,34245,29962.0,3170.0,5,15221,1008,17383,25.0,13025,42.0,2.0,2022,202204,False,19.33152262641554,50.82594950799234,1.9684646212469614
229,AXISBANK,Mar 2023,85164,42218,29089.0,13857.0,16,16143,13094,16906,43.0,9580,31.0,3.0,2023,202304,False,11.248884505189986,49.572589357005306,1.8019575048008425
230,AXISBANK,Mar 2024,109369,59474,37943.0,11952.0,11,22442,1334,33060,25.0,24861,81.0,1.0,2024,202404,False,22.73130411725443,54.37921165961104,1.6907138401212014
231,AXISBANK,TTM,120659,67033,44566.0,9061.0,8,25243,0,34304,,26386,85.0,,9999,99999,True,21.86824024730853,55.55573972931982,1.7654795388820663
232,BAJAJFINSV,Mar 2013,8055,4124,3931.0,49.0,2,1204,22,2708,18.0,2214,10.0,2.0,2013,201304,False,27.48603351955307,51.19801365611421,3.264950166112957
233,BAJAJFINSV,Mar 2014,6023,1531,4491.0,75.0,3,1562,31,2902,24.0,2191,10.0,2.0,2014,201404,False,36.37722065415906,25.419226299186455,2.875160051216389
234,BAJAJFINSV,Mar 2015,11335,5823,5511.0,49.0,8,2230,38,3251,26.0,2409,11.0,2.0,2015,201504,False,21.25275694750772,51.3718570798412,2.4713004484304935
235,BAJAJFINSV,Mar 2016,20533,13795,6739.0,33.0,0,2877,58,3804,27.0,2775,12.0,1.0,2016,201604,False,13.514829786197827,67.18453221643207,2.3423705248522766
236,BAJAJFINSV,Mar 2017,24507,15794,8713.0,36.0,0,3716,73,4925,30.0,3450,14.0,1.0,2017,201704,False,14.077610478638755,64.44689272452769,2.344725511302476
237,BAJAJFINSV,Mar 2018,32862,22074,10788.0,33.0,1,4531,160,6099,32.0,4176,17.0,1.0,2018,201804,False,12.707686689793682,67.17180938469966,2.3809313617303025
238,BAJAJFINSV,Mar 2019,42605,27569,15037.0,35.0,2,6657,226,8155,34.0,5374,20.0,1.0,2019,201904,False,12.61354301138364,64.70836756249267,2.258825296680186
239,BAJAJFINSV,Mar 2020,54351,36094,18258.0,34.0,0,9500,457,8302,28.0,5994,21.0,2.0,2020,202004,False,11.028315946348734,66.40908170962815,1.9218947368421053
240,BAJAJFINSV,Mar 2021,60592,40950,19641.0,32.0,-7,9274,498,9862,25.0,7367,28.0,1.0,2021,202104,False,12.158370742012146,67.58317929759704,2.1178563726547335
241,BAJAJFINSV,Mar 2022,68406,46951,21455.0,31.0,8,9629,563,11271,26.0,8314,29.0,1.0,2022,202204,False,12.153904628248984,68.63579218197235,2.228164918475439
242,BAJAJFINSV,Mar 2023,82072,52204,29868.0,36.0,1,12380,678,16811,27.0,12210,40.0,2.0,2023,202304,False,14.877181011794521,63.60756409006726,2.412600969305331
243,BAJAJFINSV,Mar 2024,110382,69497,40886.0,37.0,-4,18607,900,21375,27.0,15595,51.0,2.0,2024,202404,False,14.128209309488865,62.960446449602294,2.1973450851829956
244,BAJAJFINSV,TTM,126263,80784,45479.0,36.0,12,21568,1031,22892,,16520,53.0,,9999,99999,True,13.083801271948234,63.980738617013685,2.108633160237389
245,BAJAJHLDNG,Mar 2013,337,15,322.0,95.0,3,0,2,322,21.0,1856,167.0,15.0,2013,201304,False,550.7418397626113,4.451038575667656,
246,BAJAJHLDNG,Mar 2014,423,23,400.0,94.0,5,0,5,400,20.0,1988,179.0,17.0,2014,201404,False,469.97635933806146,5.4373522458628845,
247,BAJAJHLDNG,Mar 2015,524,40,484.0,92.0,35,0,6,513,19.0,2029,182.0,19.0,2015,201504,False,387.2137404580153,7.633587786259542,
248,BAJAJHLDNG,Mar 2016,470,42,429.0,91.0,7,0,5,430,21.0,2265,204.0,16.0,2016,201604,False,481.9148936170213,8.936170212765958,
249,BAJAJHLDNG,Mar 2017,842,215,628.0,75.0,8,0,5,630,21.0,2473,222.0,15.0,2017,201704,False,293.70546318289786,25.534441805225654,
250,BAJAJHLDNG,Mar 2018,420,65,355.0,85.0,2390,0,5,2739,3.0,2655,239.0,17.0,2018,201804,False,632.1428571428571,15.476190476190476,
251,BAJAJHLDNG,Mar 2019,431,85,347.0,80.0,2827,0,4,3170,4.0,3048,274.0,12.0,2019,201904,False,707.1925754060325,19.721577726218097,
252,BAJAJHLDNG,Mar 2020,435,134,301.0,69.0,3058,13,33,3314,7.0,3080,269.0,15.0,2020,202004,False,708.0459770114943,30.804597701149426,23.153846153846153
253,BAJAJHLDNG,Mar 2021,457,106,352.0,77.0,3451,4,34,3766,3.0,3654,328.0,12.0,2021,202104,False,799.562363238512,23.194748358862142,88.0
254,BAJAJHLDNG,Mar 2022,484,117,367.0,76.0,3896,3,34,4226,2.0,4126,364.0,32.0,2022,202204,False,852.4793388429752,24.173553719008265,122.33333333333333
255,BAJAJHLDNG,Mar 2023,522,142,380.0,73.0,4673,7,34,5012,1.0,4946,436.0,28.0,2023,202304,False,947.5095785440614,27.203065134099617,54.285714285714285
256,BAJAJHLDNG,Mar 2024,1702,140,1562.0,92.0,5967,2,34,7493,2.0,7365,653.0,20.0,2024,202404,False,432.7262044653349,8.225616921269095,781.0
257,BAJAJHLDNG,TTM,1733,178,1554.0,90.0,6055,2,34,7574,,7486,666.0,,9999,99999,True,431.9676860934795,10.271206001154068,777.0
258,BAJFINANCE,Mar 2015,5392,2274,1752.0,1367.0,25,26,36,1357,34.0,898,18.0,10.0,2015,201504,False,16.654302670623146,42.173590504451035,67.38461538461539
259,BAJFINANCE,Mar 2016,7299,2959,2354.0,1986.0,27,35,56,1965,35.0,1279,24.0,10.0,2016,201604,False,17.522948349088914,40.53979997259899,67.25714285714285
260,BAJFINANCE,Mar 2017,9970,3853,3250.0,2867.0,29,22,71,2817,35.0,1836,33.0,11.0,2017,201704,False,18.415245737211634,38.64593781344033,147.72727272727272
261,BAJFINANCE,Mar 2018,12746,4696,4115.0,3935.0,31,10,102,3843,35.0,2496,43.0,9.0,2018,201804,False,19.58261415345991,36.84293111564412,411.5
262,BAJFINANCE,Mar 2019,18487,6723,5454.0,6310.0,34,13,144,6179,35.0,3995,69.0,9.0,2019,201904,False,21.609779845296696,36.36609509384973,419.53846153846155
263,BAJFINANCE,Mar 2020,26374,9608,9159.0,7608.0,29,9,295,7322,28.0,5264,87.0,11.0,2020,202004,False,19.959050580116784,36.42981724425571,1017.6666666666666
264,BAJFINANCE,Mar 2021,26673,9519,10839.0,6314.0,24,3,325,5992,26.0,4420,73.0,14.0,2021,202104,False,16.5710643722116,35.687774153638514,3613.0
265,BAJFINANCE,Mar 2022,31641,9855,11880.0,9906.0,31,-17,385,9504,26.0,7028,116.0,17.0,2022,202204,False,22.211687367655887,31.146297525362666,-698.8235294117648
266,BAJFINANCE,Mar 2023,41411,12701,12693.0,16018.0,39,-5,485,15528,26.0,11508,190.0,16.0,2023,202304,False,27.7897177078554,30.670594769505687,-2538.6
267,BAJFINANCE,Mar 2024,54972,18886,16099.0,19987.0,36,6,683,19310,25.0,14451,233.0,15.0,2024,202404,False,26.287928399912687,34.35567197846176,2683.1666666666665
268,BAJFINANCE,TTM,62279,21918,18943.0,21417.0,34,29,779,20667,,15389,248.0,,9999,99999,True,24.709773760015413,35.19324330833828,653.2068965517242
269,BANKBARODA,Mar 2013,36442,24486,10950.0,1006.0,3,4511,322,5195,9.0,4829,23.0,19.0,2013,201304,False,13.251193677624718,67.19170188244334,2.4273996896475283
270,BANKBARODA,Mar 2014,40463,27604,12049.0,809.0,2,5555,368,5996,18.0,5036,23.0,19.0,2014,201404,False,12.4459382645874,68.2203494550577,2.169036903690369
271,BANKBARODA,Mar 2015,44915,30547,13466.0,902.0,2,5449,368,5983,36.0,3950,18.0,18.0,2015,201504,False,8.794389402204164,68.01068685294445,2.4712791337860156
272,BANKBARODA,Mar 2016,45799,32107,25391.0,-11700.0,-26,5992,525,-6233,-19.0,-5033,-22.0,0.0,2016,201604,False,-10.98932291098059,70.10415074564946,4.237483311081442
273,BANKBARODA,Mar 2017,44473,29596,19250.0,-4372.0,-10,7937,540,3024,41.0,1855,8.0,15.0,2017,201704,False,4.171070087468801,66.54824275403054,2.425349628323044
274,BANKBARODA,Mar 2018,46056,29160,26093.0,-9197.0,-20,7992,901,-2106,-9.0,-1836,-7.0,0.0,2018,201804,False,-3.986451276706618,63.31422615945805,3.26488988988989
275,BANKBARODA,Mar 2019,52906,32506,25815.0,-5414.0,-10,7887,948,1525,29.0,1166,4.0,0.0,2019,201904,False,2.203908819415567,61.44104638415303,3.273107645492583
276,BANKBARODA,Mar 2020,78895,50040,40583.0,-11728.0,-15,12191,1697,-1234,-99.0,981,2.0,0.0,2020,202004,False,1.2434248051207302,63.42607262817669,3.3289311787384137
277,BANKBARODA,Mar 2021,74314,43201,38070.0,-6957.0,-9,14687,1357,6373,77.0,1620,3.0,0.0,2021,202104,False,2.1799391770056786,58.133057028285386,2.5920882413018314
278,BANKBARODA,Mar 2022,73385,38815,37518.0,-2948.0,-4,14395,1438,10008,23.0,7933,15.0,19.0,2022,202204,False,10.810111058118144,52.89228043878177,2.606321639458145
279,BANKBARODA,Mar 2023,94503,49942,38231.0,6329.0,7,16275,2040,20565,29.0,15005,29.0,19.0,2023,202304,False,15.877802821074463,52.84699956615134,2.349062980030722
280,BANKBARODA,Mar 2024,118379,69899,44379.0,4102.0,3,23399,1702,25799,29.0,18869,36.0,21.0,2024,202404,False,15.93948250956673,59.046790393566425,1.8966195136544297
281,BANKBARODA,TTM,124144,74160,46459.0,3526.0,3,23807,0,27332,,20144,39.0,,9999,99999,True,16.226317824461916,59.73707952055677,1.9514848573948838
282,BHARTIARTL,Mar 2013,76947,53987,22960.0,30.0,1159,4519,14815,4785,53.0,2267,4.0,17.0,2013,201304,False,2.9461837368578374,70.16127984196915,5.080770081876522
283,BHARTIARTL,Mar 2014,85864,59352,26512.0,31.0,2881,5879,15650,7864,62.0,3019,5.0,26.0,2014,201404,False,3.516025342401938,69.12326469766141,4.509610477972444
284,BHARTIARTL,Mar 2015,96101,62499,33602.0,35.0,1243,4446,19858,10540,52.0,5048,8.0,33.0,2015,201504,False,5.252806942695706,65.03470307280882,7.557804768331084
285,BHARTIARTL,Mar 2016,96532,62548,33984.0,35.0,4858,8546,17450,12846,46.0,6893,11.0,9.0,2016,201604,False,7.140637301620188,64.7950938548875,3.97659723847414
286,BHARTIARTL,Mar 2017,95468,60138,35330.0,37.0,1713,9547,19773,7723,45.0,4241,7.0,11.0,2017,201704,False,4.442326224494071,62.99283529559643,3.7006389441709437
287,BHARTIARTL,Mar 2018,82639,52560,30079.0,36.0,1756,9326,19243,3267,33.0,2184,2.0,194.0,2018,201804,False,2.6428199760403683,63.601931291520955,3.2252841518335837
288,BHARTIARTL,Mar 2019,80780,55016,25764.0,32.0,4474,10622,21348,-1732,-99.0,1688,1.0,244.0,2019,201904,False,2.0896261450854174,68.10596682347115,2.425531914893617
289,BHARTIARTL,Mar 2020,87539,50930,36610.0,42.0,-37775,13992,27690,-42846,-28.0,-30664,-55.0,-3.0,2020,202004,False,-35.02895852134477,58.17978272541382,2.616495140080046
290,BHARTIARTL,Mar 2021,100616,55337,45279.0,45.0,-4215,15091,29404,-3432,99.0,-12364,-26.0,0.0,2021,202104,False,-12.28830404707005,54.99821102011608,3.0003975879663374
291,BHARTIARTL,Mar 2022,116547,59013,57534.0,49.0,4656,16616,33091,12483,33.0,8305,7.0,39.0,2022,202204,False,7.125880546045801,50.63450796674302,3.4625662012518057
292,BHARTIARTL,Mar 2023,139145,67871,71274.0,51.0,1019,19300,36432,16561,26.0,12287,15.0,27.0,2023,202304,False,8.830356822020196,48.777174889503755,3.692953367875648
293,BHARTIARTL,Mar 2024,149982,71691,78292.0,52.0,-3428,22648,39538,12679,32.0,8558,13.0,62.0,2024,202404,False,5.706018055499993,47.7997359683162,3.456905687036383
294,BHARTIARTL,TTM,155478,74745,80733.0,52.0,2190,22424,41690,18809,,13816,22.0,,9999,99999,True,8.886144663553686,48.074325628063136,3.6002943275062433
295,BEL,Mar 2013,6273,5604,669.0,11.0,622,7,136,1147,21.0,911,1.0,20.0,2013,201304,False,14.522556990275785,89.3352462936394,95.57142857142857
296,BEL,Mar 2014,6518,5593,925.0,14.0,438,7,150,1206,21.0,952,1.0,20.0,2014,201404,False,14.605707272169377,85.80853022399509,132.14285714285714
297,BEL,Mar 2015,7093,5913,1179.0,17.0,507,7,166,1513,21.0,1197,2.0,20.0,2015,201504,False,16.875793035387,83.36387988157338,168.42857142857142
298,BEL,Mar 2016,7354,5961,1393.0,19.0,573,10,192,1764,24.0,1337,2.0,31.0,2016,201604,False,18.18058199619255,81.05792765841719,139.3
299,BEL,Mar 2017,8656,6864,1792.0,21.0,420,18,212,1983,24.0,1523,2.0,33.0,2017,201704,False,17.594731977818853,79.29759704251387,99.55555555555556
300,BEL,Mar 2018,10401,8361,2039.0,20.0,196,6,272,1957,28.0,1431,2.0,34.0,2018,201804,False,13.758292471877704,80.38650129795212,339.8333333333333
301,BEL,Mar 2019,12164,9255,2909.0,24.0,73,16,338,2628,30.0,1887,3.0,44.0,2019,201904,False,15.512989148306477,76.08516935218678,181.8125
302,BEL,Mar 2020,12968,10209,2759.0,21.0,99,8,372,2478,28.0,1825,3.0,37.0,2020,202004,False,14.073103022825418,78.724552745219,344.875
303,BEL,Mar 2021,14109,10895,3214.0,23.0,125,10,387,2942,30.0,2100,3.0,46.0,2021,202104,False,14.88411652136934,77.22021404777092,321.4
304,BEL,Mar 2022,15368,12024,3344.0,22.0,232,9,401,3166,26.0,2400,3.0,46.0,2022,202204,False,15.616866215512754,78.2404997397189,371.55555555555554
305,BEL,Mar 2023,17734,13645,4090.0,23.0,281,19,429,3923,25.0,2986,4.0,44.0,2023,202304,False,16.837712867937295,76.94259614300213,215.26315789473685
306,BEL,Mar 2024,20268,15217,5051.0,25.0,670,12,443,5266,25.0,3985,5.0,40.0,2024,202404,False,19.661535425300965,75.07894217485692,420.9166666666667
307,BEL,TTM,21575,15867,5708.0,26.0,754,7,445,6010,,4541,6.0,,9999,99999,True,21.047508690614137,73.54345307068367,815.4285714285714
308,BHEL,Mar 2013,48903,39420,9483.0,19.0,1132,128,957,9531,30.0,6693,18.0,20.0,2013,201304,False,13.686276915526655,80.60855162259985,74.0859375
309,BHEL,Mar 2014,39561,34982,4579.0,12.0,1617,133,985,5078,31.0,3502,10.0,20.0,2014,201404,False,8.852152372285838,88.42546952807058,34.42857142857143
310,BHEL,Mar 2015,31323,29183,2141.0,7.0,1221,92,1082,2187,34.0,1450,4.0,20.0,2015,201504,False,4.629186220987772,93.16795964626633,23.27173913043478
311,BHEL,Mar 2016,25505,26862,-1357.0,-5.0,1492,360,937,-1161,-39.0,-706,-2.0,-14.0,2016,201604,False,-2.768084689276612,105.32052538717898,-3.7694444444444444
312,BHEL,Mar 2017,28465,27370,1095.0,4.0,753,413,850,586,22.0,455,1.0,85.0,2017,201704,False,1.5984542420516425,96.15317056033726,2.651331719128329
313,BHEL,Mar 2018,28827,27174,1653.0,6.0,679,330,787,1215,64.0,438,1.0,151.0,2018,201804,False,1.5194088875013008,94.26579248621084,5.009090909090909
314,BHEL,Mar 2019,30441,28409,2032.0,7.0,662,378,476,1840,46.0,1002,3.0,69.0,2019,201904,False,3.2916132847146935,93.3247922210177,5.375661375661376
315,BHEL,Mar 2020,21463,21596,-133.0,-1.0,590,613,503,-659,99.0,-1468,-4.0,0.0,2020,202004,False,-6.839677584680613,100.61967106182732,-0.2169657422512235
316,BHEL,Mar 2021,17309,20357,-3049.0,-18.0,393,467,473,-3596,-25.0,-2700,-8.0,0.0,2021,202104,False,-15.59882142238142,117.60933618348837,-6.528907922912206
317,BHEL,Mar 2022,21211,20383,828.0,4.0,405,448,314,470,5.0,445,1.0,31.0,2022,202204,False,2.0979680354533023,96.09636509358351,1.8482142857142858
318,BHEL,Mar 2023,23365,22321,1044.0,4.0,544,612,260,716,9.0,654,2.0,21.0,2023,202304,False,2.7990584207147444,95.53177830087738,1.7058823529411764
319,BHEL,Mar 2024,23893,23182,711.0,3.0,608,828,249,243,-16.0,282,1.0,31.0,2024,202404,False,1.180262001423011,97.02423303896539,0.8586956521739131
320,BHEL,TTM,25833,24783,1050.0,4.0,527,746,248,583,,445,1.0,,9999,99999,True,1.7226028722951263,95.93543142492162,1.4075067024128687
321,BOSCHLTD,Dec 2012,8659,7310,1350.0,16.0,369,6,367,1346,29.0,958,305.0,20.0,2012,201201,False,11.063633213996997,84.42083381452824,225.0
322,BOSCHLTD,Dec 2013,8757,7468,1289.0,15.0,353,0,384,1257,30.0,885,282.0,20.0,2013,201301,False,10.106200753682767,85.28034715085074,
323,BOSCHLTD,Mar 2015,12086,10104,1981.0,16.0,537,14,548,1956,32.0,1338,426.0,20.0,2015,201504,False,11.070660268078768,83.60086049975179,141.5
324,BOSCHLTD,Mar 2016,9701,7823,1878.0,19.0,623,13,386,2102,27.0,1531,488.0,17.0,2016,201604,False,15.781878156891041,80.6411710132976,144.46153846153845
325,BOSCHLTD,Mar 2017,10435,8473,1963.0,19.0,912,27,456,2391,27.0,1741,570.0,29.0,2017,201704,False,16.684235745088642,81.19789171058936,72.70370370370371
326,BOSCHLTD,Mar 2018,11690,9597,2093.0,18.0,418,3,467,2041,33.0,1371,449.0,22.0,2018,201804,False,11.72797262617622,82.09580838323353,697.6666666666666
327,BOSCHLTD,Mar 2019,12085,9931,2154.0,18.0,600,13,402,2339,32.0,1598,542.0,19.0,2019,201904,False,13.223003723624327,82.17625155151013,165.69230769230768
328,BOSCHLTD,Mar 2020,9842,8358,1483.0,15.0,-105,10,383,985,34.0,650,220.0,48.0,2020,202004,False,6.604348709611868,84.92176386913229,148.3
329,BOSCHLTD,Mar 2021,9718,8555,1163.0,12.0,-241,14,341,567,15.0,482,164.0,70.0,2021,202104,False,4.959868285655484,88.03251697880222,83.07142857142857
330,BOSCHLTD,Mar 2022,11782,10319,1462.0,12.0,391,29,324,1500,19.0,1217,413.0,51.0,2022,202204,False,10.329315905618742,87.58275335257171,50.41379310344828
331,BOSCHLTD,Mar 2023,14929,13120,1810.0,13.0,471,12,386,1882,24.0,1424,483.0,99.0,2023,202304,False,9.538482148837831,87.88264451738227,150.83333333333334
332,BOSCHLTD,Mar 2024,16727,14632,2095.0,13.0,1566,51,430,3181,22.0,2490,844.0,44.0,2024,202404,False,14.886112273569676,87.47533927183595,41.07843137254902
333,BOSCHLTD,TTM,17150,14934,2216.0,13.0,876,13,412,2668,,2084,707.0,,9999,99999,True,12.151603498542274,87.07871720116617,170.46153846153845
334,BPCL,Mar 2013,242181,235472,6709.0,3.0,1492,2518,2463,3220,40.0,1936,4.0,42.0,2013,201304,False,0.7994021000821699,97.22975790834128,2.664416203335981
335,BPCL,Mar 2014,264421,255007,9414.0,4.0,1344,1982,2611,6166,34.0,4053,9.0,31.0,2014,201404,False,1.5327829484042492,96.43976839963543,4.749747729566095
336,BPCL,Mar 2015,242598,232818,9780.0,4.0,2117,1180,3027,7690,34.0,5082,11.0,34.0,2015,201504,False,2.0948235352311233,95.96863947765439,8.288135593220339
337,BPCL,Mar 2016,187815,174844,12971.0,7.0,1913,680,2072,12132,33.0,8089,19.0,25.0,2016,201604,False,4.306897745121529,93.09373585709342,19.075
338,BPCL,Mar 2017,201251,187468,13783.0,7.0,2721,696,2108,13700,31.0,9507,20.0,49.0,2017,201704,False,4.723951682227666,93.15133837844284,19.80316091954023
339,BPCL,Mar 2018,235895,220578,15317.0,6.0,2927,1186,2885,14174,31.0,9792,21.0,46.0,2018,201804,False,4.150999385319739,93.50685686428284,12.914839797639123
340,BPCL,Mar 2019,298226,283113,15112.0,5.0,2975,1764,3418,12905,34.0,8528,18.0,48.0,2019,201904,False,2.859576294488073,94.93236672858839,8.566893424036282
341,BPCL,Mar 2020,284572,275597,8975.0,3.0,1393,2637,4080,3652,0.0,3666,7.0,106.0,2020,202004,False,1.2882504251999494,96.84614087120306,3.403488813045127
342,BPCL,Mar 2021,230171,209170,21001.0,9.0,7489,1723,4334,22432,23.0,17320,37.0,102.0,2021,202104,False,7.524840227483046,90.8759139943781,12.188624492164829
343,BPCL,Mar 2022,346791,327654,19137.0,6.0,4939,2606,5434,16037,27.0,11682,27.0,29.0,2022,202204,False,3.3685995311297003,94.48169070131578,7.343438219493477
344,BPCL,Mar 2023,473187,462288,10899.0,2.0,2036,3745,6369,2821,24.0,2131,5.0,40.0,2023,202304,False,0.45035049568141133,97.69668228417096,2.9102803738317755
345,BPCL,Mar 2024,448083,404001,44082.0,10.0,3032,4149,6771,36194,26.0,26859,62.0,33.0,2024,202404,False,5.994201967046283,90.16209050555366,10.62472885032538
346,BPCL,TTM,445601,419046,26554.0,6.0,3037,3640,6996,18955,,13734,32.0,,9999,99999,True,3.082129528434631,94.04063276339146,7.295054945054945
347,BRITANNIA,Mar 2013,6185,5765,421.0,7.0,52,41,73,358,27.0,260,11.0,39.0,2013,201304,False,4.203718674211803,93.20937752627324,10.268292682926829
348,BRITANNIA,Mar 2014,6913,6286,627.0,9.0,34,8,83,569,30.0,395,16.0,36.0,2014,201404,False,5.713872414291914,90.93013163604803,78.375
349,BRITANNIA,Mar 2015,7858,6988,870.0,11.0,228,4,144,950,28.0,689,29.0,28.0,2015,201504,False,8.768134385339781,88.9284805293968,217.5
350,BRITANNIA,Mar 2016,8397,7174,1224.0,15.0,115,5,113,1220,32.0,825,34.0,29.0,2016,201604,False,9.824937477670597,85.43527450279862,244.8
351,BRITANNIA,Mar 2017,9054,7776,1278.0,14.0,151,5,119,1304,32.0,885,37.0,30.0,2017,201704,False,9.774685222001326,85.88469184890656,255.6
352,BRITANNIA,Mar 2018,9914,8413,1501.0,15.0,166,8,142,1518,34.0,1004,42.0,30.0,2018,201804,False,10.127092999798265,84.85979423038128,187.625
353,BRITANNIA,Mar 2019,11055,9322,1732.0,16.0,206,9,162,1768,35.0,1155,48.0,31.0,2019,201904,False,10.44776119402985,84.32383536861148,192.44444444444446
354,BRITANNIA,Mar 2020,11600,9756,1843.0,16.0,263,77,185,1844,24.0,1394,58.0,60.0,2020,202004,False,12.017241379310345,84.10344827586206,23.935064935064936
