id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,fiscal_year,sort_order,is_ttm,net_profit_margin_pct,expense_ratio_pct,interest_coverage
1093,SHREECEM,Mar 2024,20521,16003,4518.0,22.0,597,258,1897,2959,19.0,1733,480.0,16.0,2024,202404,False,8.445007553238145,77.98352906778422,17.511627906976745
1094,SHREECEM,TTM,19802,15576,4226.0,21.0,618,229,2566,2049,,1733,480.0,,9999,99999,True,8.751641248358752,78.65872134127866,18.45414847161572
1095,SHRIRAMFIN,Mar 2013,7009,1738,2179.0,31.0,7,3092,23,2163,32.0,1463,12.0,11.0,2013,201304,False,20.873163076045085,24.79668997003852,0.7047218628719275
1096,SHRIRAMFIN,Mar 2014,8476,2244,1999.0,24.0,4,4233,33,1970,31.0,1358,11.0,12.0,2014,201404,False,16.021708352996697,26.474752241623406,0.47224190881171746
1097,SHRIRAMFIN,Mar 2015,9177,2781,1691.0,18.0,2,4706,43,1650,38.0,1028,8.0,22.0,2015,201504,False,11.201917838073443,30.30402092186989,0.35932851678708033
1098,SHRIRAMFIN,Mar 2016,10359,3447,1824.0,18.0,3,5088,38,1789,34.0,1184,9.0,19.0,2016,201604,False,11.429674679023073,33.27541268462207,0.3584905660377358
1099,SHRIRAMFIN,Mar 2017,10903,3712,1972.0,18.0,1,5219,35,1938,35.0,1266,10.0,7.0,2017,201704,False,11.611483078051913,34.04567550215537,0.3778501628664495
1100,SHRIRAMFIN,Mar 2018,13502,3288,3805.0,28.0,127,6409,37,3896,35.0,2549,20.0,10.0,2018,201804,False,18.878684639312695,24.35194785957636,0.5936963644874396
1101,SHRIRAMFIN,Mar 2019,15536,4171,3801.0,24.0,20,7564,43,3778,32.0,2576,20.0,11.0,2019,201904,False,16.580844490216272,26.84732234809475,0.5025118984664199
1102,SHRIRAMFIN,Mar 2020,16561,4683,3565.0,22.0,14,8313,141,3439,27.0,2512,20.0,5.0,2020,202004,False,15.168166173540246,28.27727794215325,0.4288463851798388
1103,SHRIRAMFIN,Mar 2021,17422,4932,3402.0,20.0,14,9089,137,3278,24.0,2499,18.0,18.0,2021,202104,False,14.343932958328551,28.309034554012168,0.3742986027065684
1104,SHRIRAMFIN,Mar 2022,19255,5816,3666.0,19.0,18,9773,135,3549,24.0,2721,20.0,20.0,2022,202204,False,14.131394443001819,30.205141521682684,0.3751151130666121
1105,SHRIRAMFIN,Mar 2023,30492,8706,8799.0,29.0,16,12987,601,8214,27.0,6020,32.0,22.0,2023,202304,False,19.742883379247015,28.551751279024007,0.6775236775236775
1106,SHRIRAMFIN,Mar 2024,36388,10278,10523.0,29.0,25,15588,588,9960,26.0,7399,39.0,23.0,2024,202404,False,20.333626470264925,28.245575464438826,0.6750705671028997
1107,SHRIRAMFIN,TTM,39864,11228,11416.0,29.0,1800,17220,628,12588,,9454,50.0,,9999,99999,True,23.715633152719246,28.165763596227173,0.6629500580720092
1108,SIEMENS,Sep 2011,11955,10784,1171.0,10.0,299,26,154,1290,33.0,868,,24.0,2011,201110,False,7.26056043496445,90.20493517356755,45.03846153846154
1109,SIEMENS,Sep 2014,10678,10559,119.0,1.0,985,31,229,844,28.0,603,17.0,35.0,2014,201410,False,5.6471249297621275,98.8855590934632,3.838709677419355
1110,SIEMENS,Sep 2015,10563,9565,998.0,9.0,943,30,224,1688,30.0,1174,33.0,30.0,2015,201510,False,11.114266780270757,90.55192653602197,33.266666666666666
1111,SIEMENS,Sep 2016,10837,9815,1021.0,9.0,3156,11,228,3938,26.0,2914,82.0,41.0,2016,201610,False,26.889360524130296,90.56934575989665,92.81818181818181
1112,SIEMENS,Sep 2017,11065,10008,1056.0,10.0,818,8,198,1669,32.0,1137,32.0,22.0,2017,201710,False,10.275643922277451,90.44735652959784,132.0
1113,SIEMENS,Sep 2018,12795,11468,1327.0,10.0,280,8,198,1402,36.0,901,25.0,28.0,2018,201810,False,7.041813208284486,89.62876123485736,165.875
1114,SIEMENS,Sep 2019,13084,11594,1490.0,11.0,398,12,199,1678,34.0,1099,31.0,23.0,2019,201910,False,8.399571996331396,88.61204524610211,124.16666666666667
1115,SIEMENS,Sep 2020,9946,8944,1003.0,10.0,315,30,252,1036,26.0,769,22.0,32.0,2020,202010,False,7.7317514578725115,89.92559823044441,33.43333333333333
1116,SIEMENS,Sep 2021,13198,11746,1452.0,11.0,321,24,297,1452,25.0,1089,31.0,26.0,2021,202110,False,8.25125018942264,88.99833308076981,60.5
1117,SIEMENS,Sep 2022,16138,14278,1860.0,12.0,487,36,317,1993,23.0,1543,43.0,23.0,2022,202210,False,9.561283926137069,88.47440822902466,51.666666666666664
1118,SIEMENS,Sep 2023,19554,17067,2487.0,13.0,496,23,321,2640,26.0,1962,55.0,18.0,2023,202310,False,10.03375268487266,87.2813746548021,108.1304347826087
1119,SIEMENS,Sep 2024,22240,19136,3104.0,14.0,925,60,330,3639,25.0,2718,76.0,16.0,2024,202410,False,12.221223021582734,86.0431654676259,51.733333333333334
1120,SUNPHARMA,Mar 2013,11131,6346,4784.0,43.0,-90,43,336,4315,20.0,3469,14.0,9.0,2013,201304,False,31.165214266463032,57.01194861198455,111.25581395348837
1121,SUNPHARMA,Mar 2014,16080,9078,7003.0,44.0,-1968,44,409,4581,15.0,3879,15.0,10.0,2014,201404,False,24.12313432835821,56.45522388059702,159.1590909090909
1122,SUNPHARMA,Mar 2015,27392,19498,7894.0,29.0,283,579,1195,6403,14.0,5476,22.0,14.0,2015,201504,False,19.99123831775701,71.18136682242991,13.63385146804836
1123,SUNPHARMA,Mar 2016,28487,20313,8174.0,29.0,-42,523,1038,6571,14.0,5658,19.0,5.0,2016,201604,False,19.861691297784954,71.30620985010707,15.62906309751434
1124,SUNPHARMA,Mar 2017,31578,21476,10102.0,32.0,610,400,1265,9048,13.0,7846,29.0,12.0,2017,201704,False,24.846412059028438,68.00937361454177,25.255
1125,SUNPHARMA,Mar 2018,26489,20858,5631.0,21.0,-135,518,1500,3479,26.0,2542,9.0,23.0,2018,201804,False,9.596436256559326,78.74211937030465,10.87065637065637
1126,SUNPHARMA,Mar 2019,29066,22689,6377.0,22.0,-258,555,1753,3810,16.0,3208,11.0,25.0,2019,201904,False,11.036950388770386,78.0602766118489,11.49009009009009
1127,SUNPHARMA,Mar 2020,32838,25855,6983.0,21.0,382,303,2053,5010,16.0,4172,16.0,25.0,2020,202004,False,12.704793227358548,78.73500213167671,23.046204620462046
1128,SUNPHARMA,Mar 2021,33498,25028,8470.0,25.0,-3449,141,2080,2799,18.0,2272,12.0,62.0,2021,202104,False,6.782494477282226,74.71490835273748,60.0709219858156
1129,SUNPHARMA,Mar 2022,38654,28397,10258.0,27.0,-3505,127,2144,4481,24.0,3389,14.0,73.0,2022,202204,False,8.767527293423708,73.4645832255394,80.77165354330708
1130,SUNPHARMA,Mar 2023,43886,32235,11650.0,27.0,459,172,2529,9408,9.0,8513,35.0,33.0,2023,202304,False,19.39798569019733,73.45167023652189,67.73255813953489
1131,SUNPHARMA,Mar 2024,48497,35479,13018.0,28.0,865,238,2557,11088,13.0,9610,40.0,34.0,2024,202404,False,19.815658700538176,73.15710250118565,54.69747899159664
1132,SUNPHARMA,TTM,50308,36249,14059.0,27.0,1571,239,2554,12837,,11117,46.0,,9999,99999,True,22.09787707720442,72.05414645781984,58.82426778242678
1133,TATACONSUM,Mar 2013,7351,6581,770.0,10.0,56,84,105,637,26.0,445,6.0,36.0,2013,201304,False,6.0535981499115765,89.52523466195076,9.166666666666666
1134,TATACONSUM,Mar 2014,7738,6986,752.0,10.0,170,87,129,707,26.0,510,7.0,29.0,2014,201404,False,6.590850348927371,90.2817265443267,8.64367816091954
1135,TATACONSUM,Mar 2015,7993,7201,792.0,10.0,-77,82,133,500,43.0,273,4.0,6.0,2015,201504,False,3.415488552483423,90.09132991367447,9.658536585365853
1136,TATACONSUM,Mar 2016,6637,6271,366.0,6.0,38,117,117,170,99.0,-37,0.0,-999.0,2016,201604,False,-0.5574807895133344,94.48546029832757,3.128205128205128
1137,TATACONSUM,Mar 2017,6780,5988,791.0,12.0,88,43,126,662,30.0,455,6.0,38.0,2017,201704,False,6.710914454277287,88.31858407079646,18.3953488372093
1138,TATACONSUM,Mar 2018,6815,5976,839.0,12.0,73,52,116,753,25.0,556,8.0,30.0,2018,201804,False,8.158473954512106,87.68892149669846,16.134615384615383
1139,TATACONSUM,Mar 2019,7252,6466,786.0,11.0,124,78,123,735,36.0,457,6.0,39.0,2019,201904,False,6.301709873138445,89.16161059018202,10.076923076923077
1140,TATACONSUM,Mar 2020,9637,8345,1292.0,13.0,-163,69,242,809,34.0,460,5.0,54.0,2020,202004,False,4.77326968973747,86.59333817578084,18.72463768115942
1141,TATACONSUM,Mar 2021,11602,10058,1544.0,13.0,91,73,255,1311,24.0,930,9.0,44.0,2021,202104,False,8.015859334597483,86.69194966385106,21.15068493150685
1142,TATACONSUM,Mar 2022,12425,10707,1719.0,14.0,88,87,278,1456,26.0,1015,10.0,60.0,2022,202204,False,8.169014084507042,86.17303822937626,19.75862068965517
1143,TATACONSUM,Mar 2023,13783,11927,1856.0,13.0,328,130,304,1794,25.0,1320,12.0,65.0,2023,202304,False,9.577015163607342,86.53413625480665,14.276923076923078
1144,TATACONSUM,Mar 2024,15206,12922,2284.0,15.0,-81,87,377,1696,23.0,1215,12.0,64.0,2024,202404,False,7.9902669998684726,84.97961331053531,26.25287356321839
1145,TATACONSUM,TTM,16297,13802,2496.0,15.0,-168,268,499,1560,,1170,12.0,,9999,99999,True,7.1792354421059095,84.69043382217586,9.313432835820896
1146,TATAMOTORS,Mar 2013,188793,164197,24596.0,13.0,213,3560,7601,13647,28.0,9976,35.0,6.0,2013,201304,False,5.284094219595007,86.97197459651575,6.908988764044944
1147,TATAMOTORS,Mar 2014,232834,197980,34853.0,15.0,-157,4749,11078,18869,25.0,14050,48.0,5.0,2014,201404,False,6.034342063444342,85.0305367772748,7.339018740787534
1148,TATAMOTORS,Mar 2015,263159,223920,39239.0,15.0,714,4861,13389,21703,35.0,14073,48.0,0.0,2015,201504,False,5.347717539586334,85.08924262518097,8.072207364739766
1149,TATAMOTORS,Mar 2016,273046,234650,38395.0,14.0,-2670,4889,16711,14126,21.0,11678,40.0,1.0,2016,201604,False,4.276935021937695,85.93790057352973,7.853344242176314
1150,TATAMOTORS,Mar 2017,269693,240104,29589.0,11.0,1869,4238,17905,9315,35.0,7557,26.0,0.0,2017,201704,False,2.8020749518897414,89.02863626419669,6.9818310523832
1151,TATAMOTORS,Mar 2018,291550,260093,31458.0,11.0,5933,4682,21554,11155,39.0,9091,31.0,0.0,2018,201804,False,3.1181615503344196,89.21042702795404,6.7189235369500215
1152,TATAMOTORS,Mar 2019,301938,277274,24664.0,8.0,-26686,5759,23591,-31371,-8.0,-28724,-100.0,0.0,2019,201904,False,-9.513211321529585,91.83143559273759,4.282687966660879
1153,TATAMOTORS,Mar 2020,261068,243081,17987.0,7.0,102,7243,21425,-10580,4.0,-11975,-39.0,0.0,2020,202004,False,-4.586927543781696,93.11022415615855,2.483363247273229
1154,TATAMOTORS,Mar 2021,249795,217507,32287.0,13.0,-11118,8097,23547,-10474,24.0,-13395,-41.0,0.0,2021,202104,False,-5.362397165675854,87.07420084469265,3.987526244288008
1155,TATAMOTORS,Mar 2022,278454,253734,24720.0,9.0,2424,9312,24836,-7003,60.0,-11309,-34.0,0.0,2022,202204,False,-4.061353042154179,91.12241160119804,2.654639175257732
1156,TATAMOTORS,Mar 2023,345967,314151,31816.0,9.0,6664,10225,24860,3394,21.0,2690,7.0,32.0,2023,202304,False,0.7775308049611668,90.80374717819907,3.11158924205379
1157,TATAMOTORS,Mar 2024,437928,378389,59538.0,14.0,5673,9986,27270,27955,-14.0,31807,94.0,7.0,2024,202404,False,7.263066074788551,86.40438610913209,5.962147005808132
1158,TATAMOTORS,TTM,440061,379564,60497.0,14.0,6617,8841,26580,31693,,33816,99.0,,9999,99999,True,7.684389209677748,86.2525877094312,6.842777966293406
1159,TATAPOWER,Mar 2013,33177,27583,5595.0,17.0,375,2642,2052,1277,92.0,123,0.0,-319.0,2013,201304,False,0.37073876480694457,83.13892154203214,2.1177138531415594
1160,TATAPOWER,Mar 2014,35726,28810,6916.0,19.0,229,3440,2730,975,99.0,12,-1.0,-114.0,2014,201404,False,0.033588982813637126,80.64154957174047,2.01046511627907
1161,TATAPOWER,Mar 2015,33593,27292,6301.0,19.0,1056,3699,2174,1484,72.0,457,1.0,210.0,2015,201504,False,1.3604024647992141,81.24311612538327,1.703433360367667
1162,TATAPOWER,Mar 2016,29494,27389,2105.0,7.0,4060,3236,1649,1281,53.0,786,2.0,53.0,2016,201604,False,2.664948803146403,92.8629551773242,0.6504944375772559
1163,TATAPOWER,Mar 2017,27588,22114,5473.0,20.0,1297,3365,1956,1450,24.0,1100,3.0,39.0,2017,201704,False,3.9872408293460926,80.15803972741772,1.626448736998514
1164,TATAPOWER,Mar 2018,26840,24545,2295.0,9.0,6586,3761,2346,2773,6.0,2611,9.0,15.0,2018,201804,False,9.728017883755587,91.44932935916542,0.6102100505184791
1165,TATAPOWER,Mar 2019,29881,26811,3070.0,10.0,7186,4170,2393,3693,29.0,2606,9.0,15.0,2019,201904,False,8.721261001974499,89.72591278738999,0.7362110311750599
1166,TATAPOWER,Mar 2020,29136,22331,6805.0,23.0,2280,4494,2634,1958,33.0,1316,4.0,41.0,2020,202004,False,4.516749038989566,76.6440142778693,1.5142412105028928
1167,TATAPOWER,Mar 2021,32703,25782,6921.0,21.0,1775,4010,2745,1941,26.0,1439,4.0,44.0,2021,202104,False,4.400207931994006,78.83680396293919,1.7259351620947632
1168,TATAPOWER,Mar 2022,42816,35785,7031.0,16.0,2486,3859,3122,2535,15.0,2156,5.0,32.0,2022,202204,False,5.035500747384155,83.5785687593423,1.8219746048199015
1169,TATAPOWER,Mar 2023,55109,47381,7728.0,14.0,5540,4372,3439,5457,30.0,3810,10.0,19.0,2023,202304,False,6.913571285996843,85.97688217895444,1.767612076852699
1170,TATAPOWER,Mar 2024,61449,50714,10735.0,17.0,3416,4633,3786,5732,25.0,4280,12.0,17.0,2024,202404,False,6.965125551270159,82.53022831941935,2.317073170731707
1171,TATAPOWER,TTM,63489,52432,11057.0,17.0,3708,4549,3927,6289,,4403,12.0,,9999,99999,True,6.935059616626502,82.58438469656161,2.430644097603869
1172,TATASTEEL,Mar 2013,134712,130746,3965.0,3.0,1445,3968,5575,-4133,78.0,-7272,-6.0,-11.0,2013,201304,False,-5.398182789951898,97.0559415642259,0.9992439516129032
1173,TATASTEEL,Mar 2014,148614,132430,16184.0,11.0,716,4337,5841,6722,45.0,3665,3.0,27.0,2014,201404,False,2.466120284764558,89.11004346831388,3.731611713165783
1174,TATASTEEL,Mar 2015,139504,136095,3409.0,2.0,5994,4848,5944,-1388,99.0,-3939,-3.0,-20.0,2015,201504,False,-2.8235749512558783,97.55634247046679,0.7031765676567657
1175,TATASTEEL,Mar 2016,101965,102590,-625.0,-1.0,10346,4221,5306,193,99.0,-497,0.0,-203.0,2016,201604,False,-0.4874221546609131,100.61295542588142,-0.1480691779199242
1176,TATASTEEL,Mar 2017,112299,99156,13144.0,12.0,-3789,5072,5673,-1391,99.0,-4169,-4.0,-23.0,2017,201704,False,-3.712410618082084,88.29642294232362,2.591482649842271
1177,TATASTEEL,Mar 2018,123249,101816,21433.0,17.0,10898,5455,5742,21135,16.0,17743,12.0,9.0,2018,201804,False,14.396060008600475,82.61000089250217,3.9290559120073327
1178,TATASTEEL,Mar 2019,157669,128351,29318.0,19.0,1524,7660,7342,15841,42.0,9122,9.0,15.0,2019,201904,False,5.785538057576315,81.40534918087893,3.827415143603133
1179,TATASTEEL,Mar 2020,139817,122354,17463.0,12.0,-2884,7533,8441,-1395,-99.0,1174,1.0,74.0,2020,202004,False,0.8396689959017859,87.51010249111339,2.318199920350458
1180,TATASTEEL,Mar 2021,156294,125790,30504.0,20.0,180,7607,9234,13844,41.0,8190,6.0,40.0,2021,202104,False,5.240124380974318,80.48293600522094,4.009990797949257
1181,TATASTEEL,Mar 2022,243959,180469,63490.0,26.0,1300,5462,9101,50227,17.0,41749,33.0,16.0,2022,202204,False,17.113121467131773,73.97513516615497,11.623947272061516
1182,TATASTEEL,Mar 2023,243353,211053,32300.0,13.0,1569,6299,9335,18235,56.0,8075,7.0,50.0,2023,202304,False,3.3182249653795104,86.72710013848196,5.127798063184632
1183,TATASTEEL,Mar 2024,229171,206923,22248.0,10.0,-6005,7508,9882,-1147,99.0,-4910,-4.0,-101.0,2024,202404,False,-2.1425049417247384,90.29196538829083,2.9632392115077253
1184,TATASTEEL,TTM,221012,195697,25314.0,11.0,371,7394,10269,8022,,2527,2.0,,9999,99999,True,1.1433768302173637,88.54587081244458,3.4235866919123614
1185,TCS,Mar 2013,62989,44950,18040.0,29.0,1178,48,1080,18090,22.0,14076,36.0,31.0,2013,201304,False,22.346758957913288,71.36166632269126,375.8333333333333
1186,TCS,Mar 2014,81809,56657,25153.0,31.0,1637,39,1349,25402,24.0,19332,49.0,33.0,2014,201404,False,23.630651884267014,69.25521641873144,644.9487179487179
1187,TCS,Mar 2015,94648,70167,24482.0,26.0,3720,104,1799,26298,24.0,20060,51.0,78.0,2015,201504,False,21.194320006761895,74.13468853013269,235.40384615384616
1188,TCS,Mar 2016,108646,77969,30677.0,28.0,3084,33,1888,31840,24.0,24338,62.0,35.0,2016,201604,False,22.401192864900686,71.76426191484269,929.6060606060606
1189,TCS,Mar 2017,117966,85655,32311.0,27.0,4221,32,1987,34513,24.0,26357,67.0,35.0,2017,201704,False,22.342878456504415,72.60990454876828,1009.71875
1190,TCS,Mar 2018,123104,90588,32516.0,26.0,3642,52,2014,34092,24.0,25880,67.0,37.0,2018,201804,False,21.02287496750715,73.58656095658955,625.3076923076923
1191,TCS,Mar 2019,146463,106957,39506.0,27.0,4311,198,2056,41563,24.0,31562,84.0,36.0,2019,201904,False,21.549469831971216,73.02663471320402,199.5252525252525
1192,TCS,Mar 2020,156949,114840,42109.0,27.0,4592,924,3529,42248,23.0,32447,86.0,85.0,2020,202004,False,20.673594607165384,73.17026550025804,45.57251082251082
1193,TCS,Mar 2021,164177,117631,46546.0,28.0,1916,637,4065,43760,26.0,32562,88.0,43.0,2021,202104,False,19.833472410873632,71.64889113578637,73.07064364207221
1194,TCS,Mar 2022,191754,138697,53057.0,28.0,4018,784,4604,51687,26.0,38449,105.0,41.0,2022,202204,False,20.051211448001087,72.33069453570721,67.67474489795919
1195,TCS,Mar 2023,225458,166199,59259.0,26.0,3449,779,5022,56907,26.0,42303,115.0,100.0,2023,202304,False,18.763139919630266,73.71616886515449,76.07060333761233
1196,TCS,Mar 2024,240893,176597,64296.0,27.0,3464,778,4985,61997,26.0,46099,127.0,58.0,2024,202404,False,19.136712150207767,73.30931160307689,82.6426735218509
1197,TCS,TTM,252082,184491,67591.0,27.0,4091,795,5109,65778,,49006,135.0,,9999,99999,True,19.440499519997463,73.18689950095603,85.02012578616352
1198,TECHM,Mar 2013,6873,5451,1422.0,21.0,-141,103,200,978,24.0,1307,25.0,5.0,2013,201304,False,19.01644114651535,79.3103448275862,13.805825242718447
1199,TECHM,Mar 2014,18802,14630,4172.0,22.0,244,80,522,3815,20.0,3062,32.0,15.0,2014,201404,False,16.28550154238911,77.8108711839166,52.15
1200,TECHM,Mar 2015,22621,18428,4193.0,19.0,106,69,611,3618,27.0,2659,27.0,22.0,2015,201504,False,11.754564342867248,81.46412625436541,60.768115942028984
1201,TECHM,Mar 2016,26494,22234,4260.0,16.0,453,97,759,3857,22.0,3027,31.0,35.0,2016,201604,False,11.425228353589493,83.92088774816939,43.91752577319588
1202,TECHM,Mar 2017,29141,24956,4184.0,14.0,775,129,978,3853,26.0,2851,29.0,28.0,2017,201704,False,9.783466593459387,85.63879070725096,32.434108527131784
1203,TECHM,Mar 2018,30773,26063,4710.0,15.0,1417,162,1085,4879,22.0,3786,39.0,33.0,2018,201804,False,12.302992883371786,84.69437493906996,29.074074074074073
1204,TECHM,Mar 2019,34742,28471,6271.0,18.0,534,133,1129,5543,23.0,4289,44.0,29.0,2019,201904,False,12.345288123884636,81.94980139312648,47.150375939849624
1205,TECHM,Mar 2020,36868,31365,5503.0,15.0,1192,192,1446,5058,23.0,3897,42.0,32.0,2020,202004,False,10.570142128675274,85.0737767169361,28.661458333333332
1206,TECHM,Mar 2021,37855,31059,6796.0,18.0,788,174,1458,5953,27.0,4353,46.0,89.0,2021,202104,False,11.499141460837405,82.04728569541672,39.05747126436781
1207,TECHM,Mar 2022,44646,36626,8020.0,18.0,1115,163,1520,7452,24.0,5630,57.0,47.0,2022,202204,False,12.610312234018725,82.03646463288985,49.20245398773006
1208,TECHM,Mar 2023,53290,45527,7763.0,15.0,965,326,1957,6446,25.0,4857,50.0,91.0,2023,202304,False,9.11428035278664,85.43253893788703,23.812883435582823
1209,TECHM,Mar 2024,51996,47489,4506.0,9.0,927,392,1817,3224,26.0,2397,24.0,150.0,2024,202404,False,4.60996999769213,91.33202554042619,11.494897959183673
1210,TECHM,TTM,52476,46253,6223.0,12.0,1072,295,1852,5148,,3775,38.0,,9999,99999,True,7.193764768656148,88.14124552176233,21.09491525423729
1211,TITAN,Mar 2013,10123,9109,1014.0,10.0,99,51,56,1006,28.0,725,8.0,26.0,2013,201304,False,7.161908525140769,89.98320655932037,19.88235294117647
1212,TITAN,Mar 2014,10927,9880,1047.0,10.0,117,87,68,1010,27.0,735,8.0,25.0,2014,201404,False,6.726457399103139,90.41823007229797,12.03448275862069
1213,TITAN,Mar 2015,11913,10761,1153.0,10.0,67,81,90,1049,22.0,816,9.0,25.0,2015,201504,False,6.849660035255603,90.32989171493327,14.234567901234568
1214,TITAN,Mar 2016,11276,10337,939.0,8.0,69,42,98,868,22.0,675,8.0,29.0,2016,201604,False,5.9861653068464,91.67257892869813,22.357142857142858
1215,TITAN,Mar 2017,13261,12097,1164.0,9.0,-42,38,111,973,28.0,697,8.0,32.0,2017,201704,False,5.256013875273358,91.22238141919915,30.63157894736842
1216,TITAN,Mar 2018,16120,14476,1644.0,10.0,70,53,131,1530,28.0,1102,13.0,29.0,2018,201804,False,6.836228287841191,89.8014888337469,31.0188679245283
1217,TITAN,Mar 2019,19779,17785,1994.0,10.0,178,53,163,1957,29.0,1389,16.0,32.0,2019,201904,False,7.022599726983164,89.91860053592194,37.62264150943396
1218,TITAN,Mar 2020,21052,18589,2463.0,12.0,153,166,348,2102,29.0,1493,17.0,24.0,2020,202004,False,7.091962758882767,88.30039901197036,14.837349397590362
1219,TITAN,Mar 2021,21644,19919,1725.0,8.0,180,203,375,1327,27.0,974,11.0,37.0,2021,202104,False,4.500092404361486,92.03012382184438,8.497536945812808
1220,TITAN,Mar 2022,28799,25455,3344.0,12.0,177,218,399,2904,24.0,2198,24.0,31.0,2022,202204,False,7.632209451717073,88.38848571130941,15.339449541284404
1221,TITAN,Mar 2023,40575,35693,4882.0,12.0,306,300,441,4447,26.0,3274,37.0,27.0,2023,202304,False,8.069008009858287,87.96796056685152,16.273333333333333
1222,TITAN,Mar 2024,51084,45792,5292.0,10.0,534,619,584,4623,24.0,3496,39.0,28.0,2024,202404,False,6.843630099444054,89.64059196617336,8.549273021001616
1223,TITAN,TTM,54458,49219,5239.0,10.0,538,840,647,4290,,3243,37.0,,9999,99999,True,5.955047926842704,90.37974218663925,6.2369047619047615
1224,TORNTPHARM,Mar 2013,3203,2506,697.0,22.0,1,34,83,582,25.0,435,13.0,45.0,2013,201304,False,13.581017795816422,78.23915079612863,20.5
1225,TORNTPHARM,Mar 2014,4172,3216,955.0,23.0,34,59,87,844,21.0,664,20.0,25.0,2014,201404,False,15.915627996164908,77.08533077660594,16.1864406779661
1226,TORNTPHARM,Mar 2015,4636,3616,1020.0,22.0,286,175,191,940,20.0,751,22.0,25.0,2015,201504,False,16.199309749784298,77.99827437446073,5.828571428571428
1227,TORNTPHARM,Mar 2016,6687,3954,2733.0,41.0,32,184,238,2343,26.0,1733,51.0,34.0,2016,201604,False,25.915956333183786,59.12965455361149,14.853260869565217
1228,TORNTPHARM,Mar 2017,5816,4438,1377.0,24.0,223,206,307,1088,14.0,934,28.0,25.0,2017,201704,False,16.059147180192575,76.30674002751032,6.684466019417476
1229,TORNTPHARM,Mar 2018,5950,4601,1349.0,23.0,299,308,409,931,27.0,678,20.0,35.0,2018,201804,False,11.394957983193276,77.32773109243698,4.37987012987013
1230,TORNTPHARM,Mar 2019,7673,5690,1983.0,26.0,-300,504,618,562,22.0,436,13.0,66.0,2019,201904,False,5.682262478821843,74.15613189104653,3.9345238095238093
1231,TORNTPHARM,Mar 2020,7939,5769,2170.0,27.0,121,451,654,1187,14.0,1025,30.0,53.0,2020,202004,False,12.910945962967629,72.66658269303439,4.811529933481153
