id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
966,RELIANCE,Mar 2013,36918.0,-27601.0,408.0,9725.0
967,RELIANCE,Mar 2014,43261.0,-73070.0,13713.0,-16096.0
968,RELIANCE,Mar 2015,34374.0,-64706.0,8444.0,-21888.0
969,RELIANCE,Mar 2016,38134.0,-36186.0,-3210.0,-1262.0
970,RELIANCE,Mar 2017,49550.0,-66201.0,8617.0,-8034.0
971,RELIANCE,Mar 2018,71459.0,-68192.0,-2001.0,1266.0
972,RELIANCE,Mar 2019,42346.0,-94507.0,55906.0,3745.0
973,RELIANCE,Mar 2020,94877.0,-72497.0,-2541.0,19839.0
974,RELIANCE,Mar 2021,26958.0,-142385.0,101904.0,-13523.0
975,RELIANCE,Mar 2022,110654.0,-109162.0,17289.0,18781.0
976,RELIANCE,Mar 2023,115032.0,-93001.0,10455.0,32486.0
977,RELIANCE,Mar 2024,158788.0,-113581.0,-16646.0,28561.0
978,SBILIFE,Mar 2013,1130.0,-227.0,-58.0,845.0
979,SBILIFE,Mar 2014,166.0,-708.0,-58.0,-600.0
980,SBILIFE,Mar 2015,2711.0,-178.0,-117.0,2416.0
981,SBILIFE,Mar 2016,5778.0,-7204.0,-144.0,-1570.0
982,SBILIFE,Mar 2017,8525.0,-9032.0,-144.0,-651.0
983,SBILIFE,Mar 2018,10395.0,-8910.0,-221.0,1264.0
984,SBILIFE,Mar 2019,13473.0,-13552.0,-241.0,-321.0
985,SBILIFE,Mar 2020,19299.0,-16986.0,-198.0,2114.0
986,SBILIFE,Mar 2021,23878.0,-19203.0,3.0,4677.0
987,SBILIFE,Mar 2022,21852.0,-21611.0,-231.0,10.0
988,SBILIFE,Mar 2023,28656.0,-30203.0,-415.0,-1962.0
989,SBILIFE,Mar 2024,29122.0,-31221.0,-227.0,-2327.0
990,SBIN,Mar 2013,24332.0,-2271.0,-4424.0,17637.0
991,SBIN,Mar 2014,19142.0,-791.0,3583.0,21934.0
992,SBIN,Mar 2015,26297.0,-3424.0,-1553.0,21320.0
993,SBIN,Mar 2016,14477.0,-2747.0,4348.0,16078.0
994,SBIN,Mar 2017,77406.0,-4572.0,-4196.0,68638.0
995,SBIN,Mar 2018,-96508.0,13053.0,5547.0,-77908.0
996,SBIN,Mar 2019,29556.0,220.0,448.0,30223.0
997,SBIN,Mar 2020,23929.0,-555.0,5430.0,28803.0
998,SBIN,Mar 2021,89919.0,-3670.0,7143.0,93392.0
999,SBIN,Mar 2022,57695.0,-2652.0,-3845.0,51198.0
1000,SBIN,Mar 2023,-86014.0,-966.0,6386.0,-80593.0
1001,SBIN,Mar 2024,21632.0,-3476.0,-9896.0,8260.0
1002,SHREECEM,Jun 2013,1260.0,-270.0,-982.0,8.0
1003,SHREECEM,Jun 2014,1401.0,-1234.0,-156.0,11.0
1004,SHREECEM,Jun 2015,1239.0,-990.0,-259.0,-10.0
1005,SHREECEM,Mar 2016,1566.0,-1265.0,-271.0,31.0
1006,SHREECEM,Mar 2017,2202.0,-2048.0,-167.0,-13.0
1007,SHREECEM,Mar 2018,1879.0,-3595.0,1726.0,10.0
1008,SHREECEM,Mar 2019,2080.0,-720.0,-1276.0,84.0
1009,SHREECEM,Mar 2020,3973.0,-5590.0,1581.0,-36.0
1010,SHREECEM,Mar 2021,4254.0,-2651.0,-1233.0,370.0
1011,SHREECEM,Mar 2022,2668.0,-2143.0,-849.0,-324.0
1012,SHREECEM,Mar 2023,2569.0,-2405.0,-277.0,-113.0
1013,SHREECEM,Mar 2024,3347.0,-1418.0,-1710.0,220.0
1014,SHRIRAMFIN,Mar 2013,-8359.0,-41.0,9060.0,661.0
1015,SHRIRAMFIN,Mar 2014,-4055.0,-112.0,5010.0,843.0
1016,SHRIRAMFIN,Mar 2015,-9611.0,-45.0,7836.0,-1819.0
1017,SHRIRAMFIN,Mar 2016,-5507.0,-36.0,2822.0,-2721.0
1018,SHRIRAMFIN,Mar 2017,-2677.0,-2.0,3017.0,338.0
1019,SHRIRAMFIN,Mar 2018,-13142.0,86.0,13014.0,-42.0
1020,SHRIRAMFIN,Mar 2019,-5535.0,-76.0,5550.0,-62.0
1021,SHRIRAMFIN,Mar 2020,-2464.0,-55.0,4579.0,2060.0
1022,SHRIRAMFIN,Mar 2021,-4239.0,-25.0,12226.0,7962.0
1023,SHRIRAMFIN,Mar 2022,-8859.0,-34.0,8505.0,-388.0
1024,SHRIRAMFIN,Mar 2023,-17625.0,5076.0,11820.0,-730.0
1025,SHRIRAMFIN,Mar 2024,-31101.0,-258.0,27609.0,-3750.0
1026,SIEMENS,Sep 2011,3.0,264.0,-196.0,70.0
1027,SIEMENS,Sep 2014,608.0,130.0,-220.0,517.0
1028,SIEMENS,Sep 2015,574.0,646.0,-245.0,975.0
1029,SIEMENS,Sep 2016,513.0,237.0,-1614.0,-864.0
1030,SIEMENS,Sep 2017,573.0,1321.0,-285.0,1610.0
1031,SIEMENS,Sep 2018,100.0,-174.0,-305.0,-379.0
1032,SIEMENS,Sep 2019,1273.0,-1135.0,-312.0,-174.0
1033,SIEMENS,Sep 2020,720.0,871.0,-386.0,1205.0
1034,SIEMENS,Sep 2021,1422.0,-2389.0,-502.0,-1469.0
1035,SIEMENS,Sep 2022,978.0,-34.0,-392.0,552.0
1036,SIEMENS,Sep 2023,1400.0,-759.0,-450.0,191.0
1037,SIEMENS,Sep 2024,1670.0,-502.0,-523.0,644.0
1038,SUNPHARMA,Mar 2013,3357.0,-2375.0,-665.0,316.0
1039,SUNPHARMA,Mar 2014,3959.0,-2176.0,507.0,2290.0
1040,SUNPHARMA,Mar 2015,5616.0,-1502.0,-1187.0,2927.0
1041,SUNPHARMA,Mar 2016,6686.0,-3949.0,-1889.0,848.0
1042,SUNPHARMA,Mar 2017,7082.0,-4186.0,-2285.0,611.0
1043,SUNPHARMA,Mar 2018,3907.0,-3104.0,-1539.0,-736.0
1044,SUNPHARMA,Mar 2019,2196.0,-310.0,-2731.0,-844.0
1045,SUNPHARMA,Mar 2020,6555.0,-2225.0,-5715.0,-1386.0
1046,SUNPHARMA,Mar 2021,6170.0,407.0,-5980.0,596.0
1047,SUNPHARMA,Mar 2022,8985.0,-5556.0,-5193.0,-1765.0
1048,SUNPHARMA,Mar 2023,4959.0,-7220.0,2376.0,115.0
1049,SUNPHARMA,Mar 2024,12135.0,-763.0,-6710.0,4662.0
1050,TATACONSUM,Mar 2013,173.0,24.0,186.0,383.0
1051,TATACONSUM,Mar 2014,422.0,-1.0,-363.0,57.0
1052,TATACONSUM,Mar 2015,418.0,-207.0,-392.0,-182.0
1053,TATACONSUM,Mar 2016,116.0,145.0,-282.0,-21.0
1054,TATACONSUM,Mar 2017,741.0,145.0,-816.0,70.0
1055,TATACONSUM,Mar 2018,356.0,-31.0,-30.0,294.0
1056,TATACONSUM,Mar 2019,210.0,53.0,-224.0,39.0
1057,TATACONSUM,Mar 2020,1082.0,-622.0,-308.0,152.0
1058,TATACONSUM,Mar 2021,1656.0,-346.0,-426.0,884.0
1059,TATACONSUM,Mar 2022,1516.0,-1317.0,-995.0,-796.0
1060,TATACONSUM,Mar 2023,1461.0,-834.0,-714.0,-87.0
1061,TATACONSUM,Mar 2024,1937.0,-1911.0,256.0,281.0
1062,TATAMOTORS,Mar 2013,22163.0,-22969.0,-1692.0,-2499.0
1063,TATAMOTORS,Mar 2014,36151.0,-27991.0,-3883.0,4277.0
1064,TATAMOTORS,Mar 2015,35531.0,-36232.0,5201.0,4500.0
1065,TATAMOTORS,Mar 2016,37900.0,-36694.0,-3795.0,-2589.0
1066,TATAMOTORS,Mar 2017,30199.0,-39571.0,6205.0,-3167.0
1067,TATAMOTORS,Mar 2018,23857.0,-25139.0,2012.0,730.0
1068,TATAMOTORS,Mar 2019,18891.0,-20878.0,8830.0,6843.0
1069,TATAMOTORS,Mar 2020,26633.0,-33115.0,3390.0,-3092.0
1070,TATAMOTORS,Mar 2021,29001.0,-25672.0,9904.0,13232.0
1071,TATAMOTORS,Mar 2022,14283.0,-4444.0,-3380.0,6459.0
1072,TATAMOTORS,Mar 2023,35388.0,-15417.0,-26243.0,-6272.0
1073,TATAMOTORS,Mar 2024,67915.0,-22782.0,-37006.0,8128.0
1074,TATAPOWER,Mar 2013,3286.0,-4026.0,-593.0,-1333.0
1075,TATAPOWER,Mar 2014,6483.0,-3609.0,-3265.0,-392.0
1076,TATAPOWER,Mar 2015,5981.0,-3865.0,-2239.0,-123.0
1077,TATAPOWER,Mar 2016,7415.0,-1805.0,-6183.0,-574.0
1078,TATAPOWER,Mar 2017,7014.0,-7373.0,937.0,579.0
1079,TATAPOWER,Mar 2018,6364.0,-1512.0,-4726.0,126.0
1080,TATAPOWER,Mar 2019,4574.0,-272.0,-5184.0,-883.0
1081,TATAPOWER,Mar 2020,7375.0,-493.0,-5110.0,1773.0
1082,TATAPOWER,Mar 2021,8345.0,993.0,-7603.0,1736.0
1083,TATAPOWER,Mar 2022,6693.0,-6250.0,-1183.0,-741.0
1084,TATAPOWER,Mar 2023,7166.0,-7263.0,1341.0,1243.0
1085,TATAPOWER,Mar 2024,12596.0,-9027.0,-4497.0,-928.0
1086,TATASTEEL,Mar 2013,14035.0,-13099.0,-1780.0,-844.0
1087,TATASTEEL,Mar 2014,13146.0,-15378.0,1015.0,-1218.0
1088,TATASTEEL,Mar 2015,11880.0,-9021.0,-2617.0,241.0
1089,TATASTEEL,Mar 2016,11455.0,-8794.0,-4729.0,-2068.0
1090,TATASTEEL,Mar 2017,10824.0,-9490.0,-2579.0,-1245.0
1091,TATASTEEL,Mar 2018,8023.0,-11730.0,6640.0,2933.0
1092,TATASTEEL,Mar 2019,25336.0,-29176.0,-673.0,-4513.0
1093,TATASTEEL,Mar 2020,20169.0,-14012.0,-1695.0,4462.0
1094,TATASTEEL,Mar 2021,44327.0,-9437.0,-37090.0,-2200.0
1095,TATASTEEL,Mar 2022,44381.0,-10905.0,-23401.0,10075.0
1096,TATASTEEL,Mar 2023,21683.0,-18179.0,-6981.0,-3477.0
1097,TATASTEEL,Mar 2024,20301.0,-14253.0,-11097.0,-5049.0
1098,TCS,Mar 2013,11615.0,-6038.0,-5729.0,-152.0
1099,TCS,Mar 2014,14751.0,-9452.0,-5673.0,-374.0
1100,TCS,Mar 2015,19369.0,-1807.0,-17168.0,394.0
1101,TCS,Mar 2016,19109.0,-5010.0,-9666.0,4433.0
1102,TCS,Mar 2017,25223.0,-16895.0,-11026.0,-2698.0
1103,TCS,Mar 2018,25067.0,3104.0,-26885.0,1286.0
1104,TCS,Mar 2019,28593.0,1645.0,-27897.0,2341.0
1105,TCS,Mar 2020,32369.0,8968.0,-39915.0,1422.0
1106,TCS,Mar 2021,38802.0,-7956.0,-32634.0,-1788.0
1107,TCS,Mar 2022,39949.0,-738.0,-33581.0,5630.0
1108,TCS,Mar 2023,41965.0,548.0,-47878.0,-5365.0
1109,TCS,Mar 2024,44338.0,6091.0,-48536.0,1893.0
1110,TECHM,Mar 2013,855.0,-622.0,65.0,298.0
1111,TECHM,Mar 2014,1596.0,291.0,-972.0,915.0
1112,TECHM,Mar 2015,2448.0,-1865.0,-829.0,-246.0
1113,TECHM,Mar 2016,3137.0,-1453.0,-496.0,1188.0
1114,TECHM,Mar 2017,4071.0,-2893.0,-1571.0,-392.0
1115,TECHM,Mar 2018,3554.0,-3319.0,-269.0,-35.0
1116,TECHM,Mar 2019,4432.0,-2104.0,-2251.0,77.0
1117,TECHM,Mar 2020,4358.0,1081.0,-4466.0,974.0
1118,TECHM,Mar 2021,8094.0,-5433.0,-2987.0,-326.0
1119,TECHM,Mar 2022,5285.0,480.0,-4667.0,1098.0
1120,TECHM,Mar 2023,5572.0,-226.0,-5078.0,267.0
1121,TECHM,Mar 2024,6376.0,-1318.0,-4767.0,291.0
1122,TITAN,Mar 2013,553.0,-142.0,-236.0,176.0
1123,TITAN,Mar 2014,-555.0,-271.0,497.0,-329.0
1124,TITAN,Mar 2015,503.0,-118.0,-1005.0,-620.0
1125,TITAN,Mar 2016,576.0,-159.0,-505.0,-88.0
1126,TITAN,Mar 2017,1712.0,-953.0,-166.0,594.0
1127,TITAN,Mar 2018,-51.0,98.0,-252.0,-206.0
1128,TITAN,Mar 2019,1243.0,-797.0,-489.0,-43.0
1129,TITAN,Mar 2020,-348.0,235.0,-242.0,-355.0
1130,TITAN,Mar 2021,4139.0,-2799.0,-1234.0,106.0
1131,TITAN,Mar 2022,-724.0,1165.0,-403.0,38.0
1132,TITAN,Mar 2023,1370.0,-1814.0,457.0,13.0
1133,TITAN,Mar 2024,1695.0,-189.0,-1329.0,177.0
1134,TORNTPHARM,Mar 2013,153.0,-247.0,20.0,-73.0
1135,TORNTPHARM,Mar 2014,599.0,-418.0,86.0,268.0
1136,TORNTPHARM,Mar 2015,810.0,-2113.0,1212.0,-90.0
1137,TORNTPHARM,Mar 2016,2742.0,-869.0,-1435.0,437.0
1138,TORNTPHARM,Mar 2017,1009.0,-798.0,-193.0,18.0
1139,TORNTPHARM,Mar 2018,894.0,-4677.0,3417.0,-366.0
1140,TORNTPHARM,Mar 2019,1798.0,-246.0,-1314.0,238.0
1141,TORNTPHARM,Mar 2020,1393.0,229.0,-1549.0,73.0
1142,TORNTPHARM,Mar 2021,2005.0,-444.0,-1651.0,-89.0
1143,TORNTPHARM,Mar 2022,1803.0,-196.0,-1781.0,-174.0
1144,TORNTPHARM,Mar 2023,2368.0,-2335.0,77.0,110.0
1145,TORNTPHARM,Mar 2024,3266.0,-160.0,-2780.0,327.0
1146,TRENT,Mar 2013,31.0,-276.0,147.0,-97.0
1147,TRENT,Mar 2014,-46.0,-48.0,-50.0,-145.0
1148,TRENT,Mar 2015,-10.0,-306.0,310.0,-6.0
1149,TRENT,Mar 2016,109.0,-98.0,-13.0,-2.0
1150,TRENT,Mar 2017,102.0,-44.0,-51.0,7.0
1151,TRENT,Mar 2018,77.0,-4.0,-74.0,-1.0
1152,TRENT,Mar 2019,21.0,-37.0,37.0,21.0
1153,TRENT,Mar 2020,361.0,-809.0,452.0,5.0
1154,TRENT,Mar 2021,285.0,18.0,-283.0,20.0
1155,TRENT,Mar 2022,58.0,56.0,-108.0,6.0
1156,TRENT,Mar 2023,595.0,-103.0,-491.0,1.0
1157,TRENT,Mar 2024,1349.0,-508.0,-629.0,211.0
1158,TVSMOTOR,Mar 2013,464.0,-120.0,-402.0,-58.0
1159,TVSMOTOR,Mar 2014,470.0,-235.0,-216.0,19.0
1160,TVSMOTOR,Mar 2015,83.0,-415.0,261.0,-71.0
1161,TVSMOTOR,Mar 2016,936.0,-605.0,-319.0,12.0
1162,TVSMOTOR,Mar 2017,689.0,-709.0,-59.0,-79.0
1163,TVSMOTOR,Mar 2018,354.0,-1095.0,897.0,156.0
1164,TVSMOTOR,Mar 2019,-918.0,-1104.0,2210.0,188.0
1165,TVSMOTOR,Mar 2020,373.0,-1090.0,1619.0,902.0
1166,TVSMOTOR,Mar 2021,1151.0,-882.0,264.0,532.0
1167,TVSMOTOR,Mar 2022,-1575.0,-1471.0,2918.0,532.0
1168,TVSMOTOR,Mar 2023,-4405.0,-1308.0,6118.0,406.0
1169,TVSMOTOR,Mar 2024,-1253.0,-1001.0,2759.0,505.0
1170,ULTRACEMCO,Mar 2013,3618.0,-4362.0,715.0,-30.0
1171,ULTRACEMCO,Mar 2014,3455.0,-2342.0,-949.0,164.0
1172,ULTRACEMCO,Mar 2015,4190.0,-2144.0,-2110.0,-63.0
1173,ULTRACEMCO,Mar 2016,4526.0,-3673.0,-844.0,8.0
1174,ULTRACEMCO,Mar 2017,5005.0,-2501.0,-2535.0,-31.0
1175,ULTRACEMCO,Mar 2018,3888.0,1866.0,-5735.0,18.0
1176,ULTRACEMCO,Mar 2019,5956.0,1165.0,-6757.0,364.0
1177,ULTRACEMCO,Mar 2020,8972.0,-4192.0,-5076.0,-295.0
1178,ULTRACEMCO,Mar 2021,12500.0,-8856.0,-4356.0,-712.0
1179,ULTRACEMCO,Mar 2022,9283.0,2257.0,-12498.0,-958.0
1180,ULTRACEMCO,Mar 2023,9069.0,-7188.0,-1631.0,250.0
1181,ULTRACEMCO,Mar 2024,10898.0,-8789.0,-1926.0,183.0
1182,UNIONBANK,Mar 2013,-4245.0,-343.0,5096.0,507.0
1183,UNIONBANK,Mar 2014,2570.0,-363.0,4902.0,7109.0
1184,UNIONBANK,Mar 2015,-3567.0,-318.0,3168.0,-718.0
1185,UNIONBANK,Mar 2016,81.0,-9.0,-2.0,70.0
1186,UNIONBANK,Mar 2017,-6624.0,-280.0,10194.0,3289.0
1187,UNIONBANK,Mar 2018,6097.0,-315.0,10792.0,16574.0
1188,UNIONBANK,Mar 2019,-7778.0,-297.0,1758.0,-6317.0
1189,UNIONBANK,Mar 2020,-77.0,-4.0,201.0,121.0
1190,UNIONBANK,Mar 2021,20527.0,-601.0,-18861.0,1066.0
1191,UNIONBANK,Mar 2022,36339.0,-558.0,-786.0,34995.0
1192,UNIONBANK,Mar 2023,6056.0,-2561.0,-10654.0,-7159.0
1193,UNIONBANK,Mar 2024,19930.0,-1394.0,-11489.0,7047.0
1194,UNITDSPR,Mar 2013,1969.0,-1121.0,-992.0,-145.0
1195,UNITDSPR,Mar 2014,-552.0,-252.0,1235.0,431.0
1196,UNITDSPR,Mar 2015,-196.0,3855.0,-4002.0,-343.0
1197,UNITDSPR,Mar 2016,283.0,733.0,-1155.0,-139.0
1198,UNITDSPR,Mar 2017,647.0,-227.0,-475.0,-56.0
1199,UNITDSPR,Mar 2018,925.0,104.0,-966.0,63.0
1200,UNITDSPR,Mar 2019,948.0,-66.0,-808.0,74.0
1201,UNITDSPR,Mar 2020,783.0,-194.0,-740.0,-150.0
1202,UNITDSPR,Mar 2021,1818.0,-99.0,-1707.0,12.0
1203,UNITDSPR,Mar 2022,977.0,-313.0,-688.0,-23.0
1204,UNITDSPR,Mar 2023,615.0,-55.0,-500.0,60.0
1205,UNITDSPR,Mar 2024,1118.0,226.0,-407.0,937.0
1206,VBL,Dec 2012,280.0,-507.0,229.0,3.0
1207,VBL,Dec 2013,297.0,-574.0,274.0,-2.0
1208,VBL,Dec 2014,431.0,-500.0,58.0,-11.0
1209,VBL,Dec 2015,555.0,-300.0,-236.0,19.0
1210,VBL,Dec 2016,826.0,-1048.0,230.0,8.0
1211,VBL,Dec 2017,620.0,-746.0,159.0,32.0
1212,VBL,Dec 2018,1000.0,-937.0,-84.0,-22.0
1213,VBL,Dec 2019,1308.0,-2320.0,1107.0,95.0
1214,VBL,Dec 2020,1012.0,-472.0,-574.0,-33.0
1215,VBL,Dec 2021,1231.0,-1008.0,-178.0,46.0
1216,VBL,Dec 2022,1790.0,-1769.0,-18.0,4.0
1217,VBL,Dec 2023,2391.0,-3288.0,985.0,88.0
1218,VEDL,Mar 2013,22.0,-311.0,238.0,-51.0
1219,VEDL,Mar 2014,15601.0,-2890.0,-5052.0,7659.0
1220,VEDL,Mar 2015,17805.0,-4133.0,-13956.0,-284.0
1221,VEDL,Mar 2016,20377.0,-7868.0,-11303.0,1206.0
1222,VEDL,Mar 2017,18083.0,2681.0,-12425.0,8339.0
1223,VEDL,Mar 2018,17366.0,15480.0,-39255.0,-6409.0
1224,VEDL,Mar 2019,23754.0,-10594.0,-10242.0,2918.0
1225,VEDL,Mar 2020,19300.0,-5925.0,-15547.0,-2172.0
1226,VEDL,Mar 2021,23980.0,-6678.0,-17565.0,-263.0
1227,VEDL,Mar 2022,34963.0,-2243.0,-28903.0,3817.0
1228,VEDL,Mar 2023,33065.0,-668.0,-34142.0,-1745.0
1229,VEDL,Mar 2024,35654.0,-13676.0,-26092.0,-4114.0
1230,WIPRO,Mar 2013,6394.0,-4536.0,-1140.0,717.0
1231,WIPRO,Mar 2014,6790.0,-284.0,-3570.0,2936.0
1232,WIPRO,Mar 2015,7840.0,-2537.0,-830.0,4474.0
1233,WIPRO,Mar 2016,7887.0,-13761.0,-159.0,-6032.0
1234,WIPRO,Mar 2017,9277.0,-11770.0,-2275.0,-4767.0
1235,WIPRO,Mar 2018,8423.0,3595.0,-12998.0,-979.0
1236,WIPRO,Mar 2019,11632.0,5065.0,-4937.0,11760.0
1237,WIPRO,Mar 2020,10064.0,3593.0,-15100.0,-1442.0
1238,WIPRO,Mar 2021,14755.0,685.0,-12884.0,2556.0
1239,WIPRO,Mar 2022,11080.0,-22321.0,4659.0,-6583.0
1240,WIPRO,Mar 2023,13060.0,-8169.0,-6088.0,-1197.0
1241,WIPRO,Mar 2024,17622.0,1144.0,-18257.0,509.0
1242,ZOMATO,Mar 2020,-2144.0,1740.0,359.0,-45.0
1243,ZOMATO,Mar 2021,-1018.0,-5245.0,6402.0,139.0
1244,ZOMATO,Mar 2022,-693.0,-7971.0,8750.0,86.0
1245,ZOMATO,Mar 2023,-844.0,797.0,-127.0,-174.0
1246,ZOMATO,Mar 2024,646.0,-348.0,-207.0,91.0
1247,ZYDUSLIFE,Mar 2013,603.0,-682.0,286.0,207.0
1248,ZYDUSLIFE,Mar 2014,903.0,-438.0,-529.0,-64.0
1249,ZYDUSLIFE,Mar 2015,994.0,-465.0,-351.0,178.0
1250,ZYDUSLIFE,Mar 2016,1894.0,-860.0,-935.0,99.0
1251,ZYDUSLIFE,Mar 2017,1312.0,-2872.0,2316.0,756.0
1252,ZYDUSLIFE,Mar 2018,919.0,-974.0,52.0,-3.0
1253,ZYDUSLIFE,Mar 2019,1282.0,-3977.0,1885.0,-811.0
1254,ZYDUSLIFE,Mar 2020,2932.0,-1004.0,-1528.0,399.0
1255,ZYDUSLIFE,Mar 2021,3294.0,-837.0,-2548.0,-90.0
1256,ZYDUSLIFE,Mar 2022,2104.0,-1018.0,-868.0,219.0
1257,ZYDUSLIFE,Mar 2023,2689.0,1542.0,-4400.0,-170.0
1258,ZYDUSLIFE,Mar 2024,3228.0,-1492.0,-1810.0,-75.0
